,n_cluster,year_month,num_crimes,violent_cm,theft_cm,m_score
1055,Cluster 25,2013-12,148,7,141,79.38636363636364
1056,Cluster 25,2014-01,168,10,158,102.97727272727273
1057,Cluster 25,2014-02,104,3,101,54.04545454545455
1058,Cluster 25,2014-03,115,5,110,59.22727272727273
1059,Cluster 25,2014-04,132,8,124,69.8409090909091
1060,Cluster 25,2014-05,172,8,164,100.13636363636364
1061,Cluster 25,2014-06,215,11,204,138.9318181818182
1062,Cluster 25,2014-07,247,18,229,162.8409090909091
1063,Cluster 25,2014-08,222,10,212,135.0
1064,Cluster 25,2014-09,233,14,219,148.88636363636363
1065,Cluster 25,2014-10,257,8,249,169.9090909090909
1066,Cluster 25,2014-11,189,8,181,113.56818181818181
1067,Cluster 25,2014-12,166,6,160,96.5
1068,Cluster 25,2015-01,174,7,167,108.72727272727273
1069,Cluster 25,2015-02,123,6,117,80.0909090909091
1070,Cluster 25,2015-03,136,12,124,79.75
1071,Cluster 25,2015-04,176,8,168,109.45454545454545
1072,Cluster 25,2015-05,171,8,163,95.0909090909091
1073,Cluster 25,2015-06,204,9,195,126.70454545454545
1074,Cluster 25,2015-07,206,16,190,123.5
1075,Cluster 25,2015-08,221,16,205,142.4318181818182
1076,Cluster 25,2015-09,168,12,156,94.18181818181819
1077,Cluster 25,2015-10,219,7,212,141.77272727272725
1078,Cluster 25,2015-11,145,11,134,73.9090909090909
1079,Cluster 25,2015-12,164,9,155,87.61363636363636
1080,Cluster 26,2011-01,72,2,70,20.772727272727273
1081,Cluster 26,2011-02,51,3,48,2.6590909090909065
1082,Cluster 26,2011-03,80,1,79,21.977272727272727
1083,Cluster 26,2011-04,79,7,72,23.886363636363633
1084,Cluster 26,2011-05,103,2,101,38.727272727272734
1085,Cluster 26,2011-06,140,5,135,73.06818181818181
1086,Cluster 26,2011-07,139,9,130,70.47727272727273
1087,Cluster 26,2011-08,130,7,123,62.38636363636364
1088,Cluster 26,2011-09,187,4,183,119.63636363636364
1089,Cluster 26,2011-10,157,5,152,83.06818181818181
1090,Cluster 26,2011-11,147,6,141,78.63636363636364
1091,Cluster 26,2011-12,143,1,142,73.43181818181819
1092,Cluster 26,2012-01,133,6,127,65.54545454545455
1093,Cluster 26,2012-02,67,3,64,12.93181818181818
1094,Cluster 26,2012-03,90,5,85,33.13636363636363
1095,Cluster 26,2012-04,95,4,91,36.79545454545455
1096,Cluster 26,2012-05,131,10,121,64.43181818181819
1097,Cluster 26,2012-06,130,7,123,62.20454545454545
1098,Cluster 26,2012-07,155,7,148,81.81818181818181
1099,Cluster 26,2012-08,196,6,190,118.3409090909091
1100,Cluster 26,2012-09,189,6,183,118.8409090909091
1101,Cluster 26,2012-10,188,8,180,113.38636363636364
1102,Cluster 26,2012-11,107,4,103,41.56818181818181
1103,Cluster 26,2012-12,178,6,172,110.3409090909091
1104,Cluster 26,2013-01,170,5,165,106.27272727272728
1105,Cluster 26,2013-02,92,3,89,41.20454545454545
1106,Cluster 26,2013-03,94,4,90,35.52272727272727
1107,Cluster 26,2013-04,93,3,90,31.545454545454547
1108,Cluster 26,2013-05,152,5,147,79.63636363636364
1109,Cluster 26,2013-06,143,5,138,70.72727272727273
1110,Cluster 26,2013-07,140,4,136,67.68181818181819
1111,Cluster 26,2013-08,190,4,186,115.61363636363636
1112,Cluster 26,2013-09,188,3,185,111.88636363636364
1113,Cluster 26,2013-10,192,2,190,117.54545454545455
1114,Cluster 26,2013-11,171,3,168,104.02272727272727
1115,Cluster 26,2013-12,169,10,159,100.38636363636364
1116,Cluster 26,2014-01,174,6,168,108.97727272727273
1117,Cluster 26,2014-02,94,2,92,44.04545454545455
1118,Cluster 26,2014-03,100,7,93,44.22727272727273
1119,Cluster 26,2014-04,131,7,124,68.8409090909091
1120,Cluster 26,2014-05,186,6,180,114.13636363636364
1121,Cluster 26,2014-06,167,5,162,90.93181818181819
1122,Cluster 26,2014-07,205,6,199,120.8409090909091
1123,Cluster 26,2014-08,172,5,167,85.0
1124,Cluster 26,2014-09,159,7,152,74.88636363636364
1125,Cluster 26,2014-10,150,6,144,62.90909090909091
1126,Cluster 26,2014-11,122,8,114,46.56818181818181
1127,Cluster 26,2014-12,136,5,131,66.5
1128,Cluster 26,2015-01,135,7,128,69.72727272727273
1129,Cluster 26,2015-02,80,0,80,37.09090909090909
1130,Cluster 26,2015-03,113,3,110,56.75
1131,Cluster 26,2015-04,141,8,133,74.45454545454545
1132,Cluster 26,2015-05,192,9,183,116.0909090909091
1133,Cluster 26,2015-06,172,5,167,94.70454545454545
1134,Cluster 26,2015-07,206,8,198,123.5
1135,Cluster 26,2015-08,186,5,181,107.43181818181819
1136,Cluster 26,2015-09,170,8,162,96.18181818181819
1137,Cluster 26,2015-10,190,11,179,112.77272727272727
1138,Cluster 26,2015-11,139,9,130,67.9090909090909
1139,Cluster 26,2015-12,157,3,154,80.61363636363636
1140,Cluster 27,2011-01,8,0,8,-43.22727272727273
1141,Cluster 27,2011-02,7,1,6,-41.34090909090909
1142,Cluster 27,2011-03,14,3,11,-44.02272727272727
1143,Cluster 27,2011-04,12,1,11,-43.11363636363637
1144,Cluster 27,2011-05,23,0,23,-41.272727272727266
1145,Cluster 27,2011-06,15,0,15,-51.93181818181819
1146,Cluster 27,2011-07,15,1,14,-53.522727272727266
1147,Cluster 27,2011-08,13,1,12,-54.61363636363636
1148,Cluster 27,2011-09,18,1,17,-49.36363636363636
1149,Cluster 27,2011-10,13,1,12,-60.93181818181819
1150,Cluster 27,2011-11,13,0,13,-55.36363636363636
1151,Cluster 27,2011-12,17,1,16,-52.56818181818181
1152,Cluster 27,2012-01,16,1,15,-51.45454545454545
1153,Cluster 27,2012-02,8,1,7,-46.06818181818182
1154,Cluster 27,2012-03,11,0,11,-45.86363636363637
1155,Cluster 27,2012-04,17,0,17,-41.20454545454545
1156,Cluster 27,2012-05,17,2,15,-49.56818181818181
1157,Cluster 27,2012-06,16,1,15,-51.79545454545455
1158,Cluster 27,2012-07,18,0,18,-55.18181818181819
1159,Cluster 27,2012-08,26,0,26,-51.65909090909091
1160,Cluster 27,2012-09,12,0,12,-58.15909090909091
1161,Cluster 27,2012-10,10,0,10,-64.61363636363636
1162,Cluster 27,2012-11,16,0,16,-49.43181818181819
1163,Cluster 27,2012-12,6,1,5,-61.65909090909091
1164,Cluster 27,2013-01,11,0,11,-52.72727272727273
1165,Cluster 27,2013-02,8,0,8,-42.79545454545455
1166,Cluster 27,2013-03,8,0,8,-50.47727272727273
1167,Cluster 27,2013-04,12,0,12,-49.45454545454545
1168,Cluster 27,2013-05,16,0,16,-56.36363636363636
1169,Cluster 27,2013-06,20,2,18,-52.272727272727266
1170,Cluster 27,2013-07,32,0,32,-40.31818181818181
1171,Cluster 27,2013-08,19,1,18,-55.38636363636364
1172,Cluster 27,2013-09,33,12,21,-43.11363636363636
1173,Cluster 27,2013-10,12,0,12,-62.45454545454545
1174,Cluster 27,2013-11,14,0,14,-52.977272727272734
1175,Cluster 27,2013-12,12,0,12,-56.61363636363636
1176,Cluster 27,2014-01,12,2,10,-53.022727272727266
1177,Cluster 27,2014-02,5,1,4,-44.95454545454545
1178,Cluster 27,2014-03,12,0,12,-43.77272727272727
1179,Cluster 27,2014-04,6,0,6,-56.15909090909091
1180,Cluster 27,2014-05,19,1,18,-52.86363636363636
1181,Cluster 27,2014-06,31,1,30,-45.06818181818181
1182,Cluster 27,2014-07,30,0,30,-54.15909090909091
1183,Cluster 27,2014-08,22,0,22,-65.0
1184,Cluster 27,2014-09,25,0,25,-59.11363636363636
1185,Cluster 27,2014-10,18,0,18,-69.0909090909091
1186,Cluster 27,2014-11,17,0,17,-58.43181818181819
1187,Cluster 27,2014-12,18,0,18,-51.5
1188,Cluster 27,2015-01,19,2,17,-46.272727272727266
1189,Cluster 27,2015-02,11,0,11,-31.909090909090907
1190,Cluster 27,2015-03,13,0,13,-43.25
1191,Cluster 27,2015-04,14,0,14,-52.54545454545455
1192,Cluster 27,2015-05,21,2,19,-54.90909090909091
1193,Cluster 27,2015-06,26,2,24,-51.29545454545455
1194,Cluster 27,2015-07,16,0,16,-66.5
1195,Cluster 27,2015-08,18,1,17,-60.56818181818181
1196,Cluster 27,2015-09,18,0,18,-55.81818181818181
1197,Cluster 27,2015-10,39,0,39,-38.227272727272734
1198,Cluster 27,2015-11,28,0,28,-43.09090909090909
1199,Cluster 27,2015-12,26,1,25,-50.38636363636364
1200,Cluster 28,2011-01,37,4,33,-14.227272727272727
1201,Cluster 28,2011-02,33,2,31,-15.340909090909093
1202,Cluster 28,2011-03,23,4,19,-35.02272727272727
1203,Cluster 28,2011-04,32,6,26,-23.113636363636367
1204,Cluster 28,2011-05,35,10,25,-29.272727272727266
1205,Cluster 28,2011-06,31,7,24,-35.93181818181819
1206,Cluster 28,2011-07,34,6,28,-34.522727272727266
1207,Cluster 28,2011-08,30,7,23,-37.61363636363636
1208,Cluster 28,2011-09,34,7,27,-33.36363636363636
1209,Cluster 28,2011-10,29,1,28,-44.93181818181819
1210,Cluster 28,2011-11,39,4,35,-29.36363636363636
1211,Cluster 28,2011-12,46,10,36,-23.568181818181813
1212,Cluster 28,2012-01,31,1,30,-36.45454545454545
1213,Cluster 28,2012-02,40,9,31,-14.06818181818182
1214,Cluster 28,2012-03,31,2,29,-25.863636363636367
1215,Cluster 28,2012-04,30,4,26,-28.204545454545453
1216,Cluster 28,2012-05,45,10,35,-21.568181818181813
1217,Cluster 28,2012-06,46,7,39,-21.795454545454547
1218,Cluster 28,2012-07,31,4,27,-42.18181818181819
1219,Cluster 28,2012-08,33,7,26,-44.65909090909091
1220,Cluster 28,2012-09,41,11,30,-29.159090909090907
1221,Cluster 28,2012-10,28,2,26,-46.61363636363636
1222,Cluster 28,2012-11,30,3,27,-35.43181818181819
1223,Cluster 28,2012-12,24,4,20,-43.65909090909091
1224,Cluster 28,2013-01,22,6,16,-41.72727272727273
1225,Cluster 28,2013-02,31,6,25,-19.795454545454547
1226,Cluster 28,2013-03,30,4,26,-28.477272727272727
1227,Cluster 28,2013-04,27,3,24,-34.45454545454545
1228,Cluster 28,2013-05,23,2,21,-49.36363636363636
1229,Cluster 28,2013-06,40,5,35,-32.272727272727266
1230,Cluster 28,2013-07,44,8,36,-28.318181818181813
1231,Cluster 28,2013-08,51,6,45,-23.38636363636364
1232,Cluster 28,2013-09,52,11,41,-24.11363636363636
1233,Cluster 28,2013-10,46,7,39,-28.454545454545453
1234,Cluster 28,2013-11,37,7,30,-29.977272727272734
1235,Cluster 28,2013-12,29,6,23,-39.61363636363636
1236,Cluster 28,2014-01,34,1,33,-31.022727272727266
1237,Cluster 28,2014-02,36,7,29,-13.954545454545453
1238,Cluster 28,2014-03,31,8,23,-24.772727272727273
1239,Cluster 28,2014-04,34,7,27,-28.159090909090907
1240,Cluster 28,2014-05,34,6,28,-37.86363636363636
1241,Cluster 28,2014-06,26,4,22,-50.06818181818181
1242,Cluster 28,2014-07,28,5,23,-56.15909090909091
1243,Cluster 28,2014-08,43,5,38,-44.0
1244,Cluster 28,2014-09,47,9,38,-37.11363636363636
1245,Cluster 28,2014-10,70,9,61,-17.090909090909093
1246,Cluster 28,2014-11,38,3,35,-37.43181818181819
1247,Cluster 28,2014-12,47,2,45,-22.5
1248,Cluster 28,2015-01,37,4,33,-28.272727272727266
1249,Cluster 28,2015-02,20,3,17,-22.909090909090907
1250,Cluster 28,2015-03,29,3,26,-27.25
1251,Cluster 28,2015-04,28,4,24,-38.54545454545455
1252,Cluster 28,2015-05,36,7,29,-39.90909090909091
1253,Cluster 28,2015-06,37,4,33,-40.29545454545455
1254,Cluster 28,2015-07,51,8,43,-31.5
1255,Cluster 28,2015-08,39,9,30,-39.56818181818181
1256,Cluster 28,2015-09,48,7,41,-25.818181818181813
1257,Cluster 28,2015-10,42,7,35,-35.227272727272734
1258,Cluster 28,2015-11,26,3,23,-45.09090909090909
1259,Cluster 28,2015-12,43,8,35,-33.38636363636364
1260,Cluster 29,2011-01,6,0,6,-45.22727272727273
1261,Cluster 29,2011-02,5,1,4,-43.34090909090909
1262,Cluster 29,2011-03,2,0,2,-56.02272727272727
1263,Cluster 29,2011-04,3,0,3,-52.11363636363637
1264,Cluster 29,2011-05,10,0,10,-54.272727272727266
1265,Cluster 29,2011-06,8,0,8,-58.93181818181819
1266,Cluster 29,2011-07,6,0,6,-62.522727272727266
1267,Cluster 29,2011-08,9,1,8,-58.61363636363636
1268,Cluster 29,2011-09,6,1,5,-61.36363636363636
1269,Cluster 29,2011-10,7,3,4,-66.93181818181819
1270,Cluster 29,2011-11,7,2,5,-61.36363636363636
1271,Cluster 29,2011-12,13,3,10,-56.56818181818181
1272,Cluster 29,2012-01,8,3,5,-59.45454545454545
1273,Cluster 29,2012-02,5,1,4,-49.06818181818182
1274,Cluster 29,2012-03,9,3,6,-47.86363636363637
1275,Cluster 29,2012-04,13,4,9,-45.20454545454545
1276,Cluster 29,2012-05,12,4,8,-54.56818181818181
1277,Cluster 29,2012-06,14,2,12,-53.79545454545455
1278,Cluster 29,2012-07,18,1,17,-55.18181818181819
1279,Cluster 29,2012-08,13,2,11,-64.6590909090909
1280,Cluster 29,2012-09,16,4,12,-54.15909090909091
1281,Cluster 29,2012-10,8,1,7,-66.61363636363636
1282,Cluster 29,2012-11,11,1,10,-54.43181818181819
1283,Cluster 29,2012-12,14,2,12,-53.65909090909091
1284,Cluster 29,2013-01,13,2,11,-50.72727272727273
1285,Cluster 29,2013-02,4,0,4,-46.79545454545455
1286,Cluster 29,2013-03,6,0,6,-52.47727272727273
1287,Cluster 29,2013-04,5,1,4,-56.45454545454545
1288,Cluster 29,2013-05,9,0,9,-63.36363636363636
1289,Cluster 29,2013-06,13,4,9,-59.272727272727266
1290,Cluster 29,2013-07,5,1,4,-67.31818181818181
1291,Cluster 29,2013-08,11,3,8,-63.38636363636364
1292,Cluster 29,2013-09,14,1,13,-62.11363636363636
1293,Cluster 29,2013-10,18,4,14,-56.45454545454545
1294,Cluster 29,2013-11,6,1,5,-60.977272727272734
1295,Cluster 29,2013-12,6,1,5,-62.61363636363636
1296,Cluster 29,2014-01,12,2,10,-53.022727272727266
1297,Cluster 29,2014-02,7,3,4,-42.95454545454545
1298,Cluster 29,2014-03,7,3,4,-48.77272727272727
1299,Cluster 29,2014-04,9,3,6,-53.15909090909091
1300,Cluster 29,2014-05,14,6,8,-57.86363636363636
1301,Cluster 29,2014-06,8,5,3,-68.06818181818181
1302,Cluster 29,2014-07,14,2,12,-70.1590909090909
1303,Cluster 29,2014-08,18,4,14,-69.0
1304,Cluster 29,2014-09,20,4,16,-64.11363636363636
1305,Cluster 29,2014-10,14,6,8,-73.0909090909091
1306,Cluster 29,2014-11,14,2,12,-61.43181818181819
1307,Cluster 29,2014-12,9,6,3,-60.5
1308,Cluster 29,2015-01,7,0,7,-58.272727272727266
1309,Cluster 29,2015-02,3,1,2,-39.90909090909091
1310,Cluster 29,2015-03,2,0,2,-54.25
1311,Cluster 29,2015-04,6,0,6,-60.54545454545455
1312,Cluster 29,2015-05,5,1,4,-70.9090909090909
1313,Cluster 29,2015-06,6,1,5,-71.29545454545455
1314,Cluster 29,2015-07,13,3,10,-69.5
1315,Cluster 29,2015-08,12,2,10,-66.56818181818181
1316,Cluster 29,2015-09,5,0,5,-68.81818181818181
1317,Cluster 29,2015-10,9,1,8,-68.22727272727273
1318,Cluster 29,2015-11,5,1,4,-66.0909090909091
1319,Cluster 29,2015-12,8,4,4,-68.38636363636364
1320,Cluster 3,2011-01,70,5,65,18.772727272727273
1321,Cluster 3,2011-02,100,5,95,51.65909090909091
1322,Cluster 3,2011-03,122,5,117,63.97727272727273
1323,Cluster 3,2011-04,103,7,96,47.88636363636363
1324,Cluster 3,2011-05,107,13,94,42.727272727272734
1325,Cluster 3,2011-06,89,7,82,22.068181818181813
1326,Cluster 3,2011-07,79,1,78,10.477272727272734
1327,Cluster 3,2011-08,92,5,87,24.38636363636364
1328,Cluster 3,2011-09,107,7,100,39.63636363636364
1329,Cluster 3,2011-10,183,5,178,109.06818181818181
1330,Cluster 3,2011-11,107,3,104,38.63636363636364
1331,Cluster 3,2011-12,122,8,114,52.43181818181819
1332,Cluster 3,2012-01,115,7,108,47.54545454545455
1333,Cluster 3,2012-02,110,10,100,55.93181818181818
1334,Cluster 3,2012-03,101,7,94,44.13636363636363
1335,Cluster 3,2012-04,96,8,88,37.79545454545455
1336,Cluster 3,2012-05,116,4,112,49.43181818181819
1337,Cluster 3,2012-06,122,5,117,54.20454545454545
1338,Cluster 3,2012-07,135,10,125,61.81818181818181
1339,Cluster 3,2012-08,139,11,128,61.34090909090909
1340,Cluster 3,2012-09,131,9,122,60.84090909090909
1341,Cluster 3,2012-10,133,6,127,58.38636363636364
1342,Cluster 3,2012-11,149,4,145,83.56818181818181
1343,Cluster 3,2012-12,143,7,136,75.3409090909091
1344,Cluster 3,2013-01,104,3,101,40.27272727272727
1345,Cluster 3,2013-02,86,8,78,35.20454545454545
1346,Cluster 3,2013-03,158,7,151,99.52272727272728
1347,Cluster 3,2013-04,168,8,160,106.54545454545455
1348,Cluster 3,2013-05,121,7,114,48.63636363636364
1349,Cluster 3,2013-06,136,11,125,63.727272727272734
1350,Cluster 3,2013-07,118,7,111,45.68181818181819
1351,Cluster 3,2013-08,103,5,98,28.61363636363636
1352,Cluster 3,2013-09,98,3,95,21.88636363636364
1353,Cluster 3,2013-10,134,7,127,59.54545454545455
1354,Cluster 3,2013-11,117,5,112,50.022727272727266
1355,Cluster 3,2013-12,112,7,105,43.38636363636364
1356,Cluster 3,2014-01,117,5,112,51.977272727272734
1357,Cluster 3,2014-02,91,2,89,41.04545454545455
1358,Cluster 3,2014-03,113,2,111,57.22727272727273
1359,Cluster 3,2014-04,109,2,107,46.84090909090909
1360,Cluster 3,2014-05,107,6,101,35.13636363636364
1361,Cluster 3,2014-06,136,9,127,59.93181818181819
1362,Cluster 3,2014-07,159,13,146,74.8409090909091
1363,Cluster 3,2014-08,149,8,141,62.0
1364,Cluster 3,2014-09,149,9,140,64.88636363636364
1365,Cluster 3,2014-10,166,8,158,78.9090909090909
1366,Cluster 3,2014-11,124,2,122,48.56818181818181
1367,Cluster 3,2014-12,110,6,104,40.5
1368,Cluster 3,2015-01,100,3,97,34.727272727272734
1369,Cluster 3,2015-02,83,2,81,40.09090909090909
1370,Cluster 3,2015-03,81,4,77,24.75
1371,Cluster 3,2015-04,115,6,109,48.45454545454545
1372,Cluster 3,2015-05,138,2,136,62.09090909090909
1373,Cluster 3,2015-06,113,6,107,35.70454545454545
1374,Cluster 3,2015-07,158,7,151,75.5
1375,Cluster 3,2015-08,132,8,124,53.43181818181819
1376,Cluster 3,2015-09,129,12,117,55.18181818181819
1377,Cluster 3,2015-10,135,3,132,57.772727272727266
1378,Cluster 3,2015-11,141,6,135,69.9090909090909
1379,Cluster 3,2015-12,131,5,126,54.61363636363636
1380,Cluster 30,2011-01,37,6,31,-14.227272727272727
1381,Cluster 30,2011-02,18,2,16,-30.340909090909093
1382,Cluster 30,2011-03,37,7,30,-21.022727272727273
1383,Cluster 30,2011-04,23,3,20,-32.11363636363637
1384,Cluster 30,2011-05,34,8,26,-30.272727272727266
1385,Cluster 30,2011-06,34,5,29,-32.93181818181819
1386,Cluster 30,2011-07,40,6,34,-28.522727272727266
1387,Cluster 30,2011-08,45,6,39,-22.61363636363636
1388,Cluster 30,2011-09,37,6,31,-30.36363636363636
1389,Cluster 30,2011-10,38,6,32,-35.93181818181819
1390,Cluster 30,2011-11,43,11,32,-25.36363636363636
1391,Cluster 30,2011-12,33,2,31,-36.56818181818181
1392,Cluster 30,2012-01,36,2,34,-31.454545454545453
1393,Cluster 30,2012-02,24,3,21,-30.06818181818182
1394,Cluster 30,2012-03,34,4,30,-22.863636363636367
1395,Cluster 30,2012-04,36,7,29,-22.204545454545453
1396,Cluster 30,2012-05,20,2,18,-46.56818181818181
1397,Cluster 30,2012-06,36,1,35,-31.795454545454547
1398,Cluster 30,2012-07,33,3,30,-40.18181818181819
1399,Cluster 30,2012-08,49,7,42,-28.659090909090907
1400,Cluster 30,2012-09,48,7,41,-22.159090909090907
1401,Cluster 30,2012-10,35,6,29,-39.61363636363636
1402,Cluster 30,2012-11,34,1,33,-31.431818181818187
1403,Cluster 30,2012-12,33,2,31,-34.65909090909091
1404,Cluster 30,2013-01,37,7,30,-26.727272727272727
1405,Cluster 30,2013-02,40,11,29,-10.795454545454547
1406,Cluster 30,2013-03,35,0,35,-23.477272727272727
1407,Cluster 30,2013-04,36,1,35,-25.454545454545453
1408,Cluster 30,2013-05,64,9,55,-8.36363636363636
1409,Cluster 30,2013-06,41,4,37,-31.272727272727266
1410,Cluster 30,2013-07,46,8,38,-26.318181818181813
1411,Cluster 30,2013-08,40,8,32,-34.38636363636364
1412,Cluster 30,2013-09,32,8,24,-44.11363636363636
1413,Cluster 30,2013-10,46,5,41,-28.454545454545453
1414,Cluster 30,2013-11,41,5,36,-25.977272727272734
1415,Cluster 30,2013-12,40,1,39,-28.61363636363636
1416,Cluster 30,2014-01,28,3,25,-37.022727272727266
1417,Cluster 30,2014-02,38,7,31,-11.954545454545453
1418,Cluster 30,2014-03,43,9,34,-12.772727272727273
1419,Cluster 30,2014-04,32,5,27,-30.159090909090907
1420,Cluster 30,2014-05,36,7,29,-35.86363636363636
1421,Cluster 30,2014-06,39,8,31,-37.06818181818181
1422,Cluster 30,2014-07,50,8,42,-34.15909090909091
1423,Cluster 30,2014-08,52,6,46,-35.0
1424,Cluster 30,2014-09,52,10,42,-32.11363636363636
1425,Cluster 30,2014-10,58,6,52,-29.090909090909093
1426,Cluster 30,2014-11,48,10,38,-27.431818181818187
1427,Cluster 30,2014-12,57,7,50,-12.5
1428,Cluster 30,2015-01,47,12,35,-18.272727272727266
1429,Cluster 30,2015-02,18,3,15,-24.909090909090907
1430,Cluster 30,2015-03,37,13,24,-19.25
1431,Cluster 30,2015-04,35,1,34,-31.545454545454547
1432,Cluster 30,2015-05,33,7,26,-42.90909090909091
1433,Cluster 30,2015-06,45,5,40,-32.29545454545455
1434,Cluster 30,2015-07,45,9,36,-37.5
1435,Cluster 30,2015-08,47,7,40,-31.568181818181813
1436,Cluster 30,2015-09,39,4,35,-34.81818181818181
1437,Cluster 30,2015-10,51,9,42,-26.227272727272734
1438,Cluster 30,2015-11,33,4,29,-38.09090909090909
1439,Cluster 30,2015-12,42,4,38,-34.38636363636364
1440,Cluster 31,2011-01,63,8,55,11.772727272727273
1441,Cluster 31,2011-02,41,3,38,-7.3409090909090935
1442,Cluster 31,2011-03,77,8,69,18.977272727272727
1443,Cluster 31,2011-04,83,13,70,27.886363636363633
1444,Cluster 31,2011-05,91,17,74,26.727272727272734
1445,Cluster 31,2011-06,129,20,109,62.06818181818181
1446,Cluster 31,2011-07,109,18,91,40.477272727272734
1447,Cluster 31,2011-08,74,10,64,6.38636363636364
1448,Cluster 31,2011-09,74,17,57,6.63636363636364
1449,Cluster 31,2011-10,87,10,77,13.068181818181813
1450,Cluster 31,2011-11,95,15,80,26.63636363636364
1451,Cluster 31,2011-12,98,12,86,28.431818181818187
1452,Cluster 31,2012-01,63,5,58,-4.454545454545453
1453,Cluster 31,2012-02,45,4,41,-9.06818181818182
1454,Cluster 31,2012-03,63,6,57,6.136363636363633
1455,Cluster 31,2012-04,74,9,65,15.795454545454547
1456,Cluster 31,2012-05,71,8,63,4.431818181818187
1457,Cluster 31,2012-06,76,11,65,8.204545454545453
1458,Cluster 31,2012-07,77,14,63,3.818181818181813
1459,Cluster 31,2012-08,87,8,79,9.340909090909093
1460,Cluster 31,2012-09,75,13,62,4.8409090909090935
1461,Cluster 31,2012-10,83,7,76,8.38636363636364
1462,Cluster 31,2012-11,64,11,53,-1.431818181818187
1463,Cluster 31,2012-12,89,9,80,21.340909090909093
1464,Cluster 31,2013-01,81,8,73,17.272727272727273
1465,Cluster 31,2013-02,73,6,67,22.204545454545453
1466,Cluster 31,2013-03,68,17,51,9.522727272727273
1467,Cluster 31,2013-04,80,13,67,18.545454545454547
1468,Cluster 31,2013-05,93,15,78,20.63636363636364
1469,Cluster 31,2013-06,82,20,62,9.727272727272734
1470,Cluster 31,2013-07,86,12,74,13.681818181818187
1471,Cluster 31,2013-08,80,19,61,5.61363636363636
1472,Cluster 31,2013-09,76,9,67,-0.11363636363635976
1473,Cluster 31,2013-10,98,13,85,23.545454545454547
1474,Cluster 31,2013-11,76,11,65,9.022727272727266
1475,Cluster 31,2013-12,89,14,75,20.38636363636364
1476,Cluster 31,2014-01,71,12,59,5.977272727272734
1477,Cluster 31,2014-02,63,9,54,13.045454545454547
1478,Cluster 31,2014-03,82,14,68,26.227272727272727
1479,Cluster 31,2014-04,71,11,60,8.840909090909093
1480,Cluster 31,2014-05,96,15,81,24.13636363636364
1481,Cluster 31,2014-06,114,16,98,37.93181818181819
1482,Cluster 31,2014-07,127,24,103,42.84090909090909
1483,Cluster 31,2014-08,121,19,102,34.0
1484,Cluster 31,2014-09,119,17,102,34.88636363636364
1485,Cluster 31,2014-10,116,7,109,28.909090909090907
1486,Cluster 31,2014-11,114,15,99,38.56818181818181
1487,Cluster 31,2014-12,95,14,81,25.5
1488,Cluster 31,2015-01,87,11,76,21.727272727272734
1489,Cluster 31,2015-02,53,10,43,10.090909090909093
1490,Cluster 31,2015-03,78,20,58,21.75
1491,Cluster 31,2015-04,74,12,62,7.454545454545453
1492,Cluster 31,2015-05,98,18,80,22.090909090909093
1493,Cluster 31,2015-06,91,10,81,13.704545454545453
1494,Cluster 31,2015-07,95,17,78,12.5
1495,Cluster 31,2015-08,103,18,85,24.431818181818187
1496,Cluster 31,2015-09,84,16,68,10.181818181818187
1497,Cluster 31,2015-10,90,13,77,12.772727272727266
1498,Cluster 31,2015-11,70,13,57,-1.0909090909090935
1499,Cluster 31,2015-12,93,19,74,16.61363636363636
1500,Cluster 32,2011-01,75,7,68,23.772727272727273
1501,Cluster 32,2011-02,55,6,49,6.6590909090909065
1502,Cluster 32,2011-03,43,11,32,-15.022727272727273
1503,Cluster 32,2011-04,55,7,48,-0.11363636363636687
1504,Cluster 32,2011-05,70,9,61,5.727272727272734
1505,Cluster 32,2011-06,73,11,62,6.068181818181813
1506,Cluster 32,2011-07,78,4,74,9.477272727272734
1507,Cluster 32,2011-08,63,8,55,-4.61363636363636
1508,Cluster 32,2011-09,68,10,58,0.6363636363636402
1509,Cluster 32,2011-10,55,8,47,-18.931818181818187
1510,Cluster 32,2011-11,65,8,57,-3.3636363636363598
1511,Cluster 32,2011-12,78,13,65,8.431818181818187
1512,Cluster 32,2012-01,54,9,45,-13.454545454545453
1513,Cluster 32,2012-02,59,12,47,4.93181818181818
1514,Cluster 32,2012-03,56,4,52,-0.8636363636363669
1515,Cluster 32,2012-04,57,10,47,-1.2045454545454533
1516,Cluster 32,2012-05,81,13,68,14.431818181818187
1517,Cluster 32,2012-06,73,14,59,5.204545454545453
1518,Cluster 32,2012-07,73,6,67,-0.18181818181818699
1519,Cluster 32,2012-08,86,8,78,8.340909090909093
1520,Cluster 32,2012-09,75,15,60,4.8409090909090935
1521,Cluster 32,2012-10,80,13,67,5.38636363636364
1522,Cluster 32,2012-11,93,10,83,27.568181818181813
1523,Cluster 32,2012-12,87,12,75,19.340909090909093
1524,Cluster 32,2013-01,81,7,74,17.272727272727273
1525,Cluster 32,2013-02,71,14,57,20.204545454545453
1526,Cluster 32,2013-03,68,10,58,9.522727272727273
1527,Cluster 32,2013-04,74,6,68,12.545454545454547
1528,Cluster 32,2013-05,92,15,77,19.63636363636364
1529,Cluster 32,2013-06,75,15,60,2.7272727272727337
1530,Cluster 32,2013-07,92,15,77,19.681818181818187
