,n_cluster,year_month,num_crimes,violent_cm,theft_cm,m_score
2479,Cluster 7,2012-08,99,1,98,21.340909090909093
2480,Cluster 7,2012-09,114,2,112,43.84090909090909
2481,Cluster 7,2012-10,109,1,108,34.38636363636364
2482,Cluster 7,2012-11,83,1,82,17.568181818181813
2483,Cluster 7,2012-12,94,5,89,26.340909090909093
2484,Cluster 7,2013-01,91,3,88,27.272727272727273
2485,Cluster 7,2013-02,69,5,64,18.204545454545453
2486,Cluster 7,2013-03,91,2,89,32.52272727272727
2487,Cluster 7,2013-04,94,9,85,32.54545454545455
2488,Cluster 7,2013-05,87,4,83,14.63636363636364
2489,Cluster 7,2013-06,100,5,95,27.727272727272734
2490,Cluster 7,2013-07,82,3,79,9.681818181818187
2491,Cluster 7,2013-08,98,10,88,23.61363636363636
2492,Cluster 7,2013-09,91,8,83,14.88636363636364
2493,Cluster 7,2013-10,90,8,82,15.545454545454547
2494,Cluster 7,2013-11,87,6,81,20.022727272727266
2495,Cluster 7,2013-12,128,5,123,59.38636363636364
2496,Cluster 7,2014-01,92,6,86,26.977272727272734
2497,Cluster 7,2014-02,90,4,86,40.04545454545455
2498,Cluster 7,2014-03,78,3,75,22.227272727272727
2499,Cluster 7,2014-04,80,2,78,17.840909090909093
2500,Cluster 7,2014-05,94,6,88,22.13636363636364
2501,Cluster 7,2014-06,116,7,109,39.93181818181819
2502,Cluster 7,2014-07,132,4,128,47.84090909090909
2503,Cluster 7,2014-08,132,4,128,45.0
2504,Cluster 7,2014-09,117,2,115,32.88636363636364
2505,Cluster 7,2014-10,114,3,111,26.909090909090907
2506,Cluster 7,2014-11,113,6,107,37.56818181818181
2507,Cluster 7,2014-12,96,3,93,26.5
2508,Cluster 7,2015-01,103,4,99,37.727272727272734
2509,Cluster 7,2015-02,60,3,57,17.090909090909093
2510,Cluster 7,2015-03,72,2,70,15.75
2511,Cluster 7,2015-04,88,4,84,21.454545454545453
2512,Cluster 7,2015-05,112,4,108,36.09090909090909
2513,Cluster 7,2015-06,116,3,113,38.70454545454545
2514,Cluster 7,2015-07,131,8,123,48.5
2515,Cluster 7,2015-08,134,5,129,55.43181818181819
2516,Cluster 7,2015-09,113,3,110,39.18181818181819
2517,Cluster 7,2015-10,97,5,92,19.772727272727266
2518,Cluster 7,2015-11,110,6,104,38.90909090909091
2519,Cluster 7,2015-12,118,3,115,41.61363636363636
2520,Cluster 8,2011-01,157,9,148,105.77272727272728
2521,Cluster 8,2011-02,152,11,141,103.6590909090909
2522,Cluster 8,2011-03,156,5,151,97.97727272727272
2523,Cluster 8,2011-04,179,7,172,123.88636363636363
2524,Cluster 8,2011-05,137,12,125,72.72727272727273
2525,Cluster 8,2011-06,181,7,174,114.06818181818181
2526,Cluster 8,2011-07,180,17,163,111.47727272727273
2527,Cluster 8,2011-08,188,13,175,120.38636363636364
2528,Cluster 8,2011-09,192,11,181,124.63636363636364
2529,Cluster 8,2011-10,194,10,184,120.06818181818181
2530,Cluster 8,2011-11,183,7,176,114.63636363636364
2531,Cluster 8,2011-12,203,8,195,133.4318181818182
2532,Cluster 8,2012-01,209,6,203,141.54545454545456
2533,Cluster 8,2012-02,198,11,187,143.9318181818182
2534,Cluster 8,2012-03,211,8,203,154.13636363636363
2535,Cluster 8,2012-04,180,8,172,121.79545454545455
2536,Cluster 8,2012-05,185,14,171,118.43181818181819
2537,Cluster 8,2012-06,216,9,207,148.20454545454544
2538,Cluster 8,2012-07,241,11,230,167.8181818181818
2539,Cluster 8,2012-08,200,18,182,122.3409090909091
2540,Cluster 8,2012-09,175,9,166,104.8409090909091
2541,Cluster 8,2012-10,181,9,172,106.38636363636364
2542,Cluster 8,2012-11,197,5,192,131.5681818181818
2543,Cluster 8,2012-12,174,6,168,106.3409090909091
2544,Cluster 8,2013-01,160,3,157,96.27272727272728
2545,Cluster 8,2013-02,148,3,145,97.20454545454545
2546,Cluster 8,2013-03,194,5,189,135.52272727272728
2547,Cluster 8,2013-04,166,8,158,104.54545454545455
2548,Cluster 8,2013-05,222,14,208,149.63636363636363
2549,Cluster 8,2013-06,192,12,180,119.72727272727273
2550,Cluster 8,2013-07,193,11,182,120.68181818181819
2551,Cluster 8,2013-08,180,13,167,105.61363636363636
2552,Cluster 8,2013-09,184,13,171,107.88636363636364
2553,Cluster 8,2013-10,196,13,183,121.54545454545455
2554,Cluster 8,2013-11,164,11,153,97.02272727272727
2555,Cluster 8,2013-12,209,6,203,140.38636363636363
2556,Cluster 8,2014-01,168,11,157,102.97727272727273
2557,Cluster 8,2014-02,203,9,194,153.04545454545456
2558,Cluster 8,2014-03,214,6,208,158.22727272727272
2559,Cluster 8,2014-04,237,7,230,174.8409090909091
2560,Cluster 8,2014-05,238,11,227,166.13636363636363
2561,Cluster 8,2014-06,258,12,246,181.9318181818182
2562,Cluster 8,2014-07,239,10,229,154.8409090909091
2563,Cluster 8,2014-08,230,10,220,143.0
2564,Cluster 8,2014-09,208,10,198,123.88636363636364
2565,Cluster 8,2014-10,204,8,196,116.9090909090909
2566,Cluster 8,2014-11,237,6,231,161.5681818181818
2567,Cluster 8,2014-12,254,7,247,184.5
2568,Cluster 8,2015-01,222,7,215,156.72727272727275
2569,Cluster 8,2015-02,138,6,132,95.0909090909091
2570,Cluster 8,2015-03,163,13,150,106.75
2571,Cluster 8,2015-04,180,12,168,113.45454545454545
2572,Cluster 8,2015-05,171,14,157,95.0909090909091
2573,Cluster 8,2015-06,181,7,174,103.70454545454545
2574,Cluster 8,2015-07,189,13,176,106.5
2575,Cluster 8,2015-08,249,14,235,170.4318181818182
2576,Cluster 8,2015-09,222,13,209,148.1818181818182
2577,Cluster 8,2015-10,285,14,271,207.77272727272725
2578,Cluster 8,2015-11,264,9,255,192.9090909090909
2579,Cluster 8,2015-12,264,12,252,187.61363636363637
2580,Cluster 9,2011-01,37,3,34,-14.227272727272727
2581,Cluster 9,2011-02,41,6,35,-7.3409090909090935
2582,Cluster 9,2011-03,29,7,22,-29.022727272727273
2583,Cluster 9,2011-04,31,2,29,-24.113636363636367
2584,Cluster 9,2011-05,55,4,51,-9.272727272727266
2585,Cluster 9,2011-06,47,4,43,-19.931818181818187
2586,Cluster 9,2011-07,56,5,51,-12.522727272727266
2587,Cluster 9,2011-08,55,1,54,-12.61363636363636
2588,Cluster 9,2011-09,55,7,48,-12.36363636363636
2589,Cluster 9,2011-10,47,7,40,-26.931818181818187
2590,Cluster 9,2011-11,50,2,48,-18.36363636363636
2591,Cluster 9,2011-12,53,3,50,-16.568181818181813
2592,Cluster 9,2012-01,46,0,46,-21.454545454545453
2593,Cluster 9,2012-02,35,3,32,-19.06818181818182
2594,Cluster 9,2012-03,27,5,22,-29.863636363636367
2595,Cluster 9,2012-04,38,4,34,-20.204545454545453
2596,Cluster 9,2012-05,45,3,42,-21.568181818181813
2597,Cluster 9,2012-06,49,1,48,-18.795454545454547
2598,Cluster 9,2012-07,84,9,75,10.818181818181813
2599,Cluster 9,2012-08,53,7,46,-24.659090909090907
2600,Cluster 9,2012-09,55,5,50,-15.159090909090907
2601,Cluster 9,2012-10,53,3,50,-21.61363636363636
2602,Cluster 9,2012-11,54,0,54,-11.431818181818187
2603,Cluster 9,2012-12,47,1,46,-20.659090909090907
2604,Cluster 9,2013-01,43,2,41,-20.727272727272727
2605,Cluster 9,2013-02,33,2,31,-17.795454545454547
2606,Cluster 9,2013-03,46,5,41,-12.477272727272727
2607,Cluster 9,2013-04,41,6,35,-20.454545454545453
2608,Cluster 9,2013-05,51,3,48,-21.36363636363636
2609,Cluster 9,2013-06,62,4,58,-10.272727272727266
2610,Cluster 9,2013-07,71,3,68,-1.318181818181813
2611,Cluster 9,2013-08,66,10,56,-8.38636363636364
2612,Cluster 9,2013-09,64,8,56,-12.11363636363636
2613,Cluster 9,2013-10,50,3,47,-24.454545454545453
2614,Cluster 9,2013-11,46,8,38,-20.977272727272734
2615,Cluster 9,2013-12,48,3,45,-20.61363636363636
2616,Cluster 9,2014-01,42,5,37,-23.022727272727266
2617,Cluster 9,2014-02,46,2,44,-3.9545454545454533
2618,Cluster 9,2014-03,43,2,41,-12.772727272727273
2619,Cluster 9,2014-04,44,2,42,-18.159090909090907
2620,Cluster 9,2014-05,52,5,47,-19.86363636363636
2621,Cluster 9,2014-06,50,10,40,-26.068181818181813
2622,Cluster 9,2014-07,53,6,47,-31.159090909090907
2623,Cluster 9,2014-08,44,3,41,-43.0
2624,Cluster 9,2014-09,58,5,53,-26.11363636363636
2625,Cluster 9,2014-10,50,2,48,-37.09090909090909
2626,Cluster 9,2014-11,49,0,49,-26.431818181818187
2627,Cluster 9,2014-12,38,4,34,-31.5
2628,Cluster 9,2015-01,39,2,37,-26.272727272727266
2629,Cluster 9,2015-02,30,1,29,-12.909090909090907
2630,Cluster 9,2015-03,30,4,26,-26.25
2631,Cluster 9,2015-04,40,4,36,-26.545454545454547
2632,Cluster 9,2015-05,55,4,51,-20.909090909090907
2633,Cluster 9,2015-06,42,2,40,-35.29545454545455
2634,Cluster 9,2015-07,52,6,46,-30.5
2635,Cluster 9,2015-08,74,6,68,-4.568181818181813
2636,Cluster 9,2015-09,64,3,61,-9.818181818181813
2637,Cluster 9,2015-10,56,1,55,-21.227272727272734
2638,Cluster 9,2015-11,65,10,55,-6.0909090909090935
2639,Cluster 9,2015-12,59,6,53,-17.38636363636364
