period,cluster,MedianRentPrice
2011-01,Cluster 1,1308.81
2011-02,Cluster 1,1308.81
2011-03,Cluster 1,1308.81
2011-04,Cluster 1,1308.81
2011-05,Cluster 1,1308.81
2011-06,Cluster 1,1308.81
2011-07,Cluster 1,1308.81
2011-08,Cluster 1,1308.81
2011-09,Cluster 1,1308.81
2011-10,Cluster 1,1308.81
2011-11,Cluster 1,1308.81
2011-12,Cluster 1,1308.81
2012-01,Cluster 1,1371.16
2012-02,Cluster 1,1371.16
2012-03,Cluster 1,1371.16
2012-04,Cluster 1,1371.16
2012-05,Cluster 1,1371.16
2012-06,Cluster 1,1371.16
2012-07,Cluster 1,1371.16
2012-08,Cluster 1,1371.16
2012-09,Cluster 1,1371.16
2012-10,Cluster 1,1371.16
2012-11,Cluster 1,1371.16
2012-12,Cluster 1,1371.16
2013-01,Cluster 1,1402.74
2013-02,Cluster 1,1402.74
2013-03,Cluster 1,1402.74
2013-04,Cluster 1,1402.74
2013-05,Cluster 1,1402.74
2013-06,Cluster 1,1402.74
2013-07,Cluster 1,1402.74
2013-08,Cluster 1,1402.74
2013-09,Cluster 1,1402.74
2013-10,Cluster 1,1402.74
2013-11,Cluster 1,1402.74
2013-12,Cluster 1,1402.74
2014-01,Cluster 1,1478.71
2014-02,Cluster 1,1478.71
2014-03,Cluster 1,1478.71
2014-04,Cluster 1,1478.71
2014-05,Cluster 1,1478.71
2014-06,Cluster 1,1478.71
2014-07,Cluster 1,1478.71
2014-08,Cluster 1,1478.71
2014-09,Cluster 1,1478.71
2014-10,Cluster 1,1478.71
2014-11,Cluster 1,1478.71
2014-12,Cluster 1,1478.71
2015-01,Cluster 1,1550.14
2015-02,Cluster 1,1550.14
2015-03,Cluster 1,1550.14
2015-04,Cluster 1,1550.14
2015-05,Cluster 1,1550.14
2015-06,Cluster 1,1550.14
2015-07,Cluster 1,1550.14
2015-08,Cluster 1,1550.14
2015-09,Cluster 1,1550.14
2015-10,Cluster 1,1550.14
2015-11,Cluster 1,1550.14
2015-12,Cluster 1,1550.14
2011-01,Cluster 10,1378.24
2011-02,Cluster 10,1378.24
2011-03,Cluster 10,1378.24
2011-04,Cluster 10,1378.24
2011-05,Cluster 10,1378.24
2011-06,Cluster 10,1378.24
2011-07,Cluster 10,1378.24
2011-08,Cluster 10,1378.24
2011-09,Cluster 10,1378.24
2011-10,Cluster 10,1378.24
2011-11,Cluster 10,1378.24
2011-12,Cluster 10,1378.24
2012-01,Cluster 10,1404.74
2012-02,Cluster 10,1404.74
2012-03,Cluster 10,1404.74
2012-04,Cluster 10,1404.74
2012-05,Cluster 10,1404.74
2012-06,Cluster 10,1404.74
2012-07,Cluster 10,1404.74
2012-08,Cluster 10,1404.74
2012-09,Cluster 10,1404.74
2012-10,Cluster 10,1404.74
2012-11,Cluster 10,1404.74
2012-12,Cluster 10,1404.74
2013-01,Cluster 10,1419.94
2013-02,Cluster 10,1419.94
2013-03,Cluster 10,1419.94
2013-04,Cluster 10,1419.94
2013-05,Cluster 10,1419.94
2013-06,Cluster 10,1419.94
2013-07,Cluster 10,1419.94
2013-08,Cluster 10,1419.94
2013-09,Cluster 10,1419.94
2013-10,Cluster 10,1419.94
2013-11,Cluster 10,1419.94
2013-12,Cluster 10,1419.94
2014-01,Cluster 10,1437.91
2014-02,Cluster 10,1437.91
2014-03,Cluster 10,1437.91
2014-04,Cluster 10,1437.91
2014-05,Cluster 10,1437.91
2014-06,Cluster 10,1437.91
2014-07,Cluster 10,1437.91
2014-08,Cluster 10,1437.91
2014-09,Cluster 10,1437.91
2014-10,Cluster 10,1437.91
2014-11,Cluster 10,1437.91
2014-12,Cluster 10,1437.91
2015-01,Cluster 10,1490.05
2015-02,Cluster 10,1490.05
2015-03,Cluster 10,1490.05
2015-04,Cluster 10,1490.05
2015-05,Cluster 10,1490.05
2015-06,Cluster 10,1490.05
2015-07,Cluster 10,1490.05
2015-08,Cluster 10,1490.05
2015-09,Cluster 10,1490.05
2015-10,Cluster 10,1490.05
2015-11,Cluster 10,1490.05
2015-12,Cluster 10,1490.05
2011-01,Cluster 11,1433
2011-02,Cluster 11,1433
2011-03,Cluster 11,1433
2011-04,Cluster 11,1433
2011-05,Cluster 11,1433
2011-06,Cluster 11,1433
2011-07,Cluster 11,1433
2011-08,Cluster 11,1433
2011-09,Cluster 11,1433
2011-10,Cluster 11,1433
2011-11,Cluster 11,1433
2011-12,Cluster 11,1433
2012-01,Cluster 11,1498.17
2012-02,Cluster 11,1498.17
2012-03,Cluster 11,1498.17
2012-04,Cluster 11,1498.17
2012-05,Cluster 11,1498.17
2012-06,Cluster 11,1498.17
2012-07,Cluster 11,1498.17
2012-08,Cluster 11,1498.17
2012-09,Cluster 11,1498.17
2012-10,Cluster 11,1498.17
2012-11,Cluster 11,1498.17
2012-12,Cluster 11,1498.17
2013-01,Cluster 11,1618.34
2013-02,Cluster 11,1618.34
2013-03,Cluster 11,1618.34
2013-04,Cluster 11,1618.34
2013-05,Cluster 11,1618.34
2013-06,Cluster 11,1618.34
2013-07,Cluster 11,1618.34
2013-08,Cluster 11,1618.34
2013-09,Cluster 11,1618.34
2013-10,Cluster 11,1618.34
2013-11,Cluster 11,1618.34
2013-12,Cluster 11,1618.34
2014-01,Cluster 11,1623.62
2014-02,Cluster 11,1623.62
2014-03,Cluster 11,1623.62
2014-04,Cluster 11,1623.62
2014-05,Cluster 11,1623.62
2014-06,Cluster 11,1623.62
2014-07,Cluster 11,1623.62
2014-08,Cluster 11,1623.62
2014-09,Cluster 11,1623.62
2014-10,Cluster 11,1623.62
2014-11,Cluster 11,1623.62
2014-12,Cluster 11,1623.62
2015-01,Cluster 11,1990.81
2015-02,Cluster 11,1990.81
2015-03,Cluster 11,1990.81
2015-04,Cluster 11,1990.81
2015-05,Cluster 11,1990.81
2015-06,Cluster 11,1990.81
2015-07,Cluster 11,1990.81
2015-08,Cluster 11,1990.81
2015-09,Cluster 11,1990.81
2015-10,Cluster 11,1990.81
2015-11,Cluster 11,1990.81
2015-12,Cluster 11,1990.81
2011-01,Cluster 12,1433.53
2011-02,Cluster 12,1433.53
2011-03,Cluster 12,1433.53
2011-04,Cluster 12,1433.53
2011-05,Cluster 12,1433.53
2011-06,Cluster 12,1433.53
2011-07,Cluster 12,1433.53
2011-08,Cluster 12,1433.53
2011-09,Cluster 12,1433.53
2011-10,Cluster 12,1433.53
2011-11,Cluster 12,1433.53
2011-12,Cluster 12,1433.53
2012-01,Cluster 12,1442.86
2012-02,Cluster 12,1442.86
2012-03,Cluster 12,1442.86
2012-04,Cluster 12,1442.86
2012-05,Cluster 12,1442.86
2012-06,Cluster 12,1442.86
2012-07,Cluster 12,1442.86
2012-08,Cluster 12,1442.86
2012-09,Cluster 12,1442.86
2012-10,Cluster 12,1442.86
2012-11,Cluster 12,1442.86
2012-12,Cluster 12,1442.86
2013-01,Cluster 12,1479.18
2013-02,Cluster 12,1479.18
2013-03,Cluster 12,1479.18
2013-04,Cluster 12,1479.18
2013-05,Cluster 12,1479.18
2013-06,Cluster 12,1479.18
2013-07,Cluster 12,1479.18
2013-08,Cluster 12,1479.18
2013-09,Cluster 12,1479.18
2013-10,Cluster 12,1479.18
2013-11,Cluster 12,1479.18
2013-12,Cluster 12,1479.18
2014-01,Cluster 12,1525.76
2014-02,Cluster 12,1525.76
2014-03,Cluster 12,1525.76
2014-04,Cluster 12,1525.76
2014-05,Cluster 12,1525.76
2014-06,Cluster 12,1525.76
2014-07,Cluster 12,1525.76
2014-08,Cluster 12,1525.76
2014-09,Cluster 12,1525.76
2014-10,Cluster 12,1525.76
2014-11,Cluster 12,1525.76
2014-12,Cluster 12,1525.76
2015-01,Cluster 12,1579.17
2015-02,Cluster 12,1579.17
2015-03,Cluster 12,1579.17
2015-04,Cluster 12,1579.17
2015-05,Cluster 12,1579.17
2015-06,Cluster 12,1579.17
2015-07,Cluster 12,1579.17
2015-08,Cluster 12,1579.17
2015-09,Cluster 12,1579.17
2015-10,Cluster 12,1579.17
2015-11,Cluster 12,1579.17
2015-12,Cluster 12,1579.17
2011-01,Cluster 13,1498.03
2011-02,Cluster 13,1498.03
2011-03,Cluster 13,1498.03
2011-04,Cluster 13,1498.03
2011-05,Cluster 13,1498.03
2011-06,Cluster 13,1498.03
2011-07,Cluster 13,1498.03
2011-08,Cluster 13,1498.03
2011-09,Cluster 13,1498.03
2011-10,Cluster 13,1498.03
2011-11,Cluster 13,1498.03
2011-12,Cluster 13,1498.03
2012-01,Cluster 13,1555.35
2012-02,Cluster 13,1555.35
2012-03,Cluster 13,1555.35
2012-04,Cluster 13,1555.35
2012-05,Cluster 13,1555.35
2012-06,Cluster 13,1555.35
2012-07,Cluster 13,1555.35
2012-08,Cluster 13,1555.35
2012-09,Cluster 13,1555.35
2012-10,Cluster 13,1555.35
2012-11,Cluster 13,1555.35
2012-12,Cluster 13,1555.35
2013-01,Cluster 13,1505.67
2013-02,Cluster 13,1505.67
2013-03,Cluster 13,1505.67
2013-04,Cluster 13,1505.67
2013-05,Cluster 13,1505.67
2013-06,Cluster 13,1505.67
2013-07,Cluster 13,1505.67
2013-08,Cluster 13,1505.67
2013-09,Cluster 13,1505.67
2013-10,Cluster 13,1505.67
2013-11,Cluster 13,1505.67
2013-12,Cluster 13,1505.67
2014-01,Cluster 13,1666.37
2014-02,Cluster 13,1666.37
2014-03,Cluster 13,1666.37
2014-04,Cluster 13,1666.37
2014-05,Cluster 13,1666.37
2014-06,Cluster 13,1666.37
2014-07,Cluster 13,1666.37
2014-08,Cluster 13,1666.37
2014-09,Cluster 13,1666.37
2014-10,Cluster 13,1666.37
2014-11,Cluster 13,1666.37
2014-12,Cluster 13,1666.37
2015-01,Cluster 13,2295.39
2015-02,Cluster 13,2295.39
2015-03,Cluster 13,2295.39
2015-04,Cluster 13,2295.39
2015-05,Cluster 13,2295.39
2015-06,Cluster 13,2295.39
2015-07,Cluster 13,2295.39
2015-08,Cluster 13,2295.39
2015-09,Cluster 13,2295.39
2015-10,Cluster 13,2295.39
2015-11,Cluster 13,2295.39
2015-12,Cluster 13,2295.39
2011-01,Cluster 14,1363.34
2011-02,Cluster 14,1363.34
2011-03,Cluster 14,1363.34
2011-04,Cluster 14,1363.34
2011-05,Cluster 14,1363.34
2011-06,Cluster 14,1363.34
2011-07,Cluster 14,1363.34
2011-08,Cluster 14,1363.34
2011-09,Cluster 14,1363.34
2011-10,Cluster 14,1363.34
2011-11,Cluster 14,1363.34
2011-12,Cluster 14,1363.34
2012-01,Cluster 14,1425.49
2012-02,Cluster 14,1425.49
2012-03,Cluster 14,1425.49
2012-04,Cluster 14,1425.49
2012-05,Cluster 14,1425.49
2012-06,Cluster 14,1425.49
2012-07,Cluster 14,1425.49
2012-08,Cluster 14,1425.49
2012-09,Cluster 14,1425.49
2012-10,Cluster 14,1425.49
2012-11,Cluster 14,1425.49
2012-12,Cluster 14,1425.49
2013-01,Cluster 14,1445.29
2013-02,Cluster 14,1445.29
2013-03,Cluster 14,1445.29
2013-04,Cluster 14,1445.29
2013-05,Cluster 14,1445.29
2013-06,Cluster 14,1445.29
2013-07,Cluster 14,1445.29
2013-08,Cluster 14,1445.29
2013-09,Cluster 14,1445.29
2013-10,Cluster 14,1445.29
2013-11,Cluster 14,1445.29
2013-12,Cluster 14,1445.29
2014-01,Cluster 14,1495.77
2014-02,Cluster 14,1495.77
2014-03,Cluster 14,1495.77
2014-04,Cluster 14,1495.77
2014-05,Cluster 14,1495.77
2014-06,Cluster 14,1495.77
2014-07,Cluster 14,1495.77
2014-08,Cluster 14,1495.77
2014-09,Cluster 14,1495.77
2014-10,Cluster 14,1495.77
2014-11,Cluster 14,1495.77
2014-12,Cluster 14,1495.77
2015-01,Cluster 14,1559.16
2015-02,Cluster 14,1559.16
2015-03,Cluster 14,1559.16
2015-04,Cluster 14,1559.16
2015-05,Cluster 14,1559.16
2015-06,Cluster 14,1559.16
2015-07,Cluster 14,1559.16
2015-08,Cluster 14,1559.16
2015-09,Cluster 14,1559.16
2015-10,Cluster 14,1559.16
2015-11,Cluster 14,1559.16
2015-12,Cluster 14,1559.16
2011-01,Cluster 15,1406.63
2011-02,Cluster 15,1406.63
2011-03,Cluster 15,1406.63
2011-04,Cluster 15,1406.63
2011-05,Cluster 15,1406.63
2011-06,Cluster 15,1406.63
2011-07,Cluster 15,1406.63
2011-08,Cluster 15,1406.63
2011-09,Cluster 15,1406.63
2011-10,Cluster 15,1406.63
2011-11,Cluster 15,1406.63
2011-12,Cluster 15,1406.63
2012-01,Cluster 15,1403.41
2012-02,Cluster 15,1403.41
2012-03,Cluster 15,1403.41
2012-04,Cluster 15,1403.41
2012-05,Cluster 15,1403.41
2012-06,Cluster 15,1403.41
2012-07,Cluster 15,1403.41
2012-08,Cluster 15,1403.41
2012-09,Cluster 15,1403.41
2012-10,Cluster 15,1403.41
2012-11,Cluster 15,1403.41
2012-12,Cluster 15,1403.41
2013-01,Cluster 15,1473.33
2013-02,Cluster 15,1473.33
2013-03,Cluster 15,1473.33
2013-04,Cluster 15,1473.33
2013-05,Cluster 15,1473.33
2013-06,Cluster 15,1473.33
2013-07,Cluster 15,1473.33
2013-08,Cluster 15,1473.33
2013-09,Cluster 15,1473.33
2013-10,Cluster 15,1473.33
2013-11,Cluster 15,1473.33
2013-12,Cluster 15,1473.33
2014-01,Cluster 15,1539.07
2014-02,Cluster 15,1539.07
2014-03,Cluster 15,1539.07
2014-04,Cluster 15,1539.07
2014-05,Cluster 15,1539.07
2014-06,Cluster 15,1539.07
2014-07,Cluster 15,1539.07
2014-08,Cluster 15,1539.07
2014-09,Cluster 15,1539.07
2014-10,Cluster 15,1539.07
2014-11,Cluster 15,1539.07
2014-12,Cluster 15,1539.07
2015-01,Cluster 15,1565.53
2015-02,Cluster 15,1565.53
2015-03,Cluster 15,1565.53
2015-04,Cluster 15,1565.53
2015-05,Cluster 15,1565.53
2015-06,Cluster 15,1565.53
2015-07,Cluster 15,1565.53
2015-08,Cluster 15,1565.53
2015-09,Cluster 15,1565.53
2015-10,Cluster 15,1565.53
2015-11,Cluster 15,1565.53
2015-12,Cluster 15,1565.53
2011-01,Cluster 16,1100.26
2011-02,Cluster 16,1100.26
2011-03,Cluster 16,1100.26
2011-04,Cluster 16,1100.26
2011-05,Cluster 16,1100.26
2011-06,Cluster 16,1100.26
2011-07,Cluster 16,1100.26
2011-08,Cluster 16,1100.26
2011-09,Cluster 16,1100.26
2011-10,Cluster 16,1100.26
2011-11,Cluster 16,1100.26
2011-12,Cluster 16,1100.26
2012-01,Cluster 16,1104.66
2012-02,Cluster 16,1104.66
2012-03,Cluster 16,1104.66
2012-04,Cluster 16,1104.66
2012-05,Cluster 16,1104.66
2012-06,Cluster 16,1104.66
2012-07,Cluster 16,1104.66
2012-08,Cluster 16,1104.66
2012-09,Cluster 16,1104.66
2012-10,Cluster 16,1104.66
2012-11,Cluster 16,1104.66
2012-12,Cluster 16,1104.66
2013-01,Cluster 16,1180.82
2013-02,Cluster 16,1180.82
2013-03,Cluster 16,1180.82
2013-04,Cluster 16,1180.82
2013-05,Cluster 16,1180.82
2013-06,Cluster 16,1180.82
2013-07,Cluster 16,1180.82
2013-08,Cluster 16,1180.82
2013-09,Cluster 16,1180.82
2013-10,Cluster 16,1180.82
2013-11,Cluster 16,1180.82
2013-12,Cluster 16,1180.82
2014-01,Cluster 16,1361.39
2014-02,Cluster 16,1361.39
2014-03,Cluster 16,1361.39
2014-04,Cluster 16,1361.39
2014-05,Cluster 16,1361.39
2014-06,Cluster 16,1361.39
2014-07,Cluster 16,1361.39
2014-08,Cluster 16,1361.39
2014-09,Cluster 16,1361.39
2014-10,Cluster 16,1361.39
2014-11,Cluster 16,1361.39
2014-12,Cluster 16,1361.39
2015-01,Cluster 16,1378.66
2015-02,Cluster 16,1378.66
2015-03,Cluster 16,1378.66
2015-04,Cluster 16,1378.66
2015-05,Cluster 16,1378.66
2015-06,Cluster 16,1378.66
2015-07,Cluster 16,1378.66
2015-08,Cluster 16,1378.66
2015-09,Cluster 16,1378.66
2015-10,Cluster 16,1378.66
2015-11,Cluster 16,1378.66
2015-12,Cluster 16,1378.66
2011-01,Cluster 17,1170.28
2011-02,Cluster 17,1170.28
2011-03,Cluster 17,1170.28
2011-04,Cluster 17,1170.28
2011-05,Cluster 17,1170.28
2011-06,Cluster 17,1170.28
2011-07,Cluster 17,1170.28
2011-08,Cluster 17,1170.28
2011-09,Cluster 17,1170.28
2011-10,Cluster 17,1170.28
2011-11,Cluster 17,1170.28
2011-12,Cluster 17,1170.28
2012-01,Cluster 17,1238.71
2012-02,Cluster 17,1238.71
2012-03,Cluster 17,1238.71
2012-04,Cluster 17,1238.71
2012-05,Cluster 17,1238.71
2012-06,Cluster 17,1238.71
2012-07,Cluster 17,1238.71
2012-08,Cluster 17,1238.71
2012-09,Cluster 17,1238.71
2012-10,Cluster 17,1238.71
2012-11,Cluster 17,1238.71
2012-12,Cluster 17,1238.71
2013-01,Cluster 17,1313.4
2013-02,Cluster 17,1313.4
2013-03,Cluster 17,1313.4
2013-04,Cluster 17,1313.4
2013-05,Cluster 17,1313.4
2013-06,Cluster 17,1313.4
2013-07,Cluster 17,1313.4
2013-08,Cluster 17,1313.4
2013-09,Cluster 17,1313.4
2013-10,Cluster 17,1313.4
2013-11,Cluster 17,1313.4
2013-12,Cluster 17,1313.4
2014-01,Cluster 17,1350.31
2014-02,Cluster 17,1350.31
2014-03,Cluster 17,1350.31
2014-04,Cluster 17,1350.31
2014-05,Cluster 17,1350.31
2014-06,Cluster 17,1350.31
2014-07,Cluster 17,1350.31
2014-08,Cluster 17,1350.31
2014-09,Cluster 17,1350.31
2014-10,Cluster 17,1350.31
2014-11,Cluster 17,1350.31
2014-12,Cluster 17,1350.31
2015-01,Cluster 17,1282.73
2015-02,Cluster 17,1282.73
2015-03,Cluster 17,1282.73
2015-04,Cluster 17,1282.73
2015-05,Cluster 17,1282.73
2015-06,Cluster 17,1282.73
2015-07,Cluster 17,1282.73
2015-08,Cluster 17,1282.73
2015-09,Cluster 17,1282.73
2015-10,Cluster 17,1282.73
2015-11,Cluster 17,1282.73
2015-12,Cluster 17,1282.73
2011-01,Cluster 18,981.22
2011-02,Cluster 18,981.22
2011-03,Cluster 18,981.22
2011-04,Cluster 18,981.22
2011-05,Cluster 18,981.22
2011-06,Cluster 18,981.22
2011-07,Cluster 18,981.22
2011-08,Cluster 18,981.22
2011-09,Cluster 18,981.22
2011-10,Cluster 18,981.22
2011-11,Cluster 18,981.22
2011-12,Cluster 18,981.22
2012-01,Cluster 18,1063.25
2012-02,Cluster 18,1063.25
2012-03,Cluster 18,1063.25
2012-04,Cluster 18,1063.25
2012-05,Cluster 18,1063.25
2012-06,Cluster 18,1063.25
2012-07,Cluster 18,1063.25
2012-08,Cluster 18,1063.25
2012-09,Cluster 18,1063.25
2012-10,Cluster 18,1063.25
2012-11,Cluster 18,1063.25
2012-12,Cluster 18,1063.25
2013-01,Cluster 18,1046.19
2013-02,Cluster 18,1046.19
2013-03,Cluster 18,1046.19
2013-04,Cluster 18,1046.19
2013-05,Cluster 18,1046.19
2013-06,Cluster 18,1046.19
2013-07,Cluster 18,1046.19
2013-08,Cluster 18,1046.19
2013-09,Cluster 18,1046.19
2013-10,Cluster 18,1046.19
2013-11,Cluster 18,1046.19
2013-12,Cluster 18,1046.19
2014-01,Cluster 18,1098.8
2014-02,Cluster 18,1098.8
2014-03,Cluster 18,1098.8
2014-04,Cluster 18,1098.8
2014-05,Cluster 18,1098.8
2014-06,Cluster 18,1098.8
2014-07,Cluster 18,1098.8
2014-08,Cluster 18,1098.8
2014-09,Cluster 18,1098.8
2014-10,Cluster 18,1098.8
2014-11,Cluster 18,1098.8
2014-12,Cluster 18,1098.8
2015-01,Cluster 18,1100.01
2015-02,Cluster 18,1100.01
2015-03,Cluster 18,1100.01
2015-04,Cluster 18,1100.01
2015-05,Cluster 18,1100.01
2015-06,Cluster 18,1100.01
2015-07,Cluster 18,1100.01
2015-08,Cluster 18,1100.01
2015-09,Cluster 18,1100.01
2015-10,Cluster 18,1100.01
2015-11,Cluster 18,1100.01
2015-12,Cluster 18,1100.01
2011-01,Cluster 19,944.97
2011-02,Cluster 19,944.97
2011-03,Cluster 19,944.97
2011-04,Cluster 19,944.97
2011-05,Cluster 19,944.97
2011-06,Cluster 19,944.97
2011-07,Cluster 19,944.97
2011-08,Cluster 19,944.97
2011-09,Cluster 19,944.97
2011-10,Cluster 19,944.97
2011-11,Cluster 19,944.97
2011-12,Cluster 19,944.97
2012-01,Cluster 19,1036.13
2012-02,Cluster 19,1036.13
2012-03,Cluster 19,1036.13
2012-04,Cluster 19,1036.13
2012-05,Cluster 19,1036.13
2012-06,Cluster 19,1036.13
2012-07,Cluster 19,1036.13
2012-08,Cluster 19,1036.13
2012-09,Cluster 19,1036.13
2012-10,Cluster 19,1036.13
2012-11,Cluster 19,1036.13
2012-12,Cluster 19,1036.13
2013-01,Cluster 19,1068.3
2013-02,Cluster 19,1068.3
2013-03,Cluster 19,1068.3
2013-04,Cluster 19,1068.3
2013-05,Cluster 19,1068.3
2013-06,Cluster 19,1068.3
2013-07,Cluster 19,1068.3
2013-08,Cluster 19,1068.3
2013-09,Cluster 19,1068.3
2013-10,Cluster 19,1068.3
2013-11,Cluster 19,1068.3
2013-12,Cluster 19,1068.3
2014-01,Cluster 19,1087.93
2014-02,Cluster 19,1087.93
2014-03,Cluster 19,1087.93
2014-04,Cluster 19,1087.93
2014-05,Cluster 19,1087.93
2014-06,Cluster 19,1087.93
2014-07,Cluster 19,1087.93
2014-08,Cluster 19,1087.93
2014-09,Cluster 19,1087.93
2014-10,Cluster 19,1087.93
2014-11,Cluster 19,1087.93
2014-12,Cluster 19,1087.93
2015-01,Cluster 19,1150.35
2015-02,Cluster 19,1150.35
2015-03,Cluster 19,1150.35
2015-04,Cluster 19,1150.35
2015-05,Cluster 19,1150.35
2015-06,Cluster 19,1150.35
2015-07,Cluster 19,1150.35
2015-08,Cluster 19,1150.35
2015-09,Cluster 19,1150.35
2015-10,Cluster 19,1150.35
2015-11,Cluster 19,1150.35
2015-12,Cluster 19,1150.35
2011-01,Cluster 2,1012.96
2011-02,Cluster 2,1012.96
2011-03,Cluster 2,1012.96
2011-04,Cluster 2,1012.96
2011-05,Cluster 2,1012.96
2011-06,Cluster 2,1012.96
2011-07,Cluster 2,1012.96
2011-08,Cluster 2,1012.96
2011-09,Cluster 2,1012.96
2011-10,Cluster 2,1012.96
2011-11,Cluster 2,1012.96
2011-12,Cluster 2,1012.96
2012-01,Cluster 2,1095.07
2012-02,Cluster 2,1095.07
2012-03,Cluster 2,1095.07
2012-04,Cluster 2,1095.07
2012-05,Cluster 2,1095.07
2012-06,Cluster 2,1095.07
2012-07,Cluster 2,1095.07
2012-08,Cluster 2,1095.07
2012-09,Cluster 2,1095.07
2012-10,Cluster 2,1095.07
2012-11,Cluster 2,1095.07
2012-12,Cluster 2,1095.07
2013-01,Cluster 2,1171.93
2013-02,Cluster 2,1171.93
2013-03,Cluster 2,1171.93
2013-04,Cluster 2,1171.93
2013-05,Cluster 2,1171.93
2013-06,Cluster 2,1171.93
2013-07,Cluster 2,1171.93
2013-08,Cluster 2,1171.93
2013-09,Cluster 2,1171.93
2013-10,Cluster 2,1171.93
2013-11,Cluster 2,1171.93
2013-12,Cluster 2,1171.93
2014-01,Cluster 2,1208.6
2014-02,Cluster 2,1208.6
2014-03,Cluster 2,1208.6
2014-04,Cluster 2,1208.6
2014-05,Cluster 2,1208.6
2014-06,Cluster 2,1208.6
2014-07,Cluster 2,1208.6
2014-08,Cluster 2,1208.6
2014-09,Cluster 2,1208.6
2014-10,Cluster 2,1208.6
2014-11,Cluster 2,1208.6
2014-12,Cluster 2,1208.6
2015-01,Cluster 2,1285.81
2015-02,Cluster 2,1285.81
2015-03,Cluster 2,1285.81
2015-04,Cluster 2,1285.81
2015-05,Cluster 2,1285.81
2015-06,Cluster 2,1285.81
2015-07,Cluster 2,1285.81
2015-08,Cluster 2,1285.81
2015-09,Cluster 2,1285.81
2015-10,Cluster 2,1285.81
2015-11,Cluster 2,1285.81
2015-12,Cluster 2,1285.81
2011-01,Cluster 20,1258.94
2011-02,Cluster 20,1258.94
2011-03,Cluster 20,1258.94
2011-04,Cluster 20,1258.94
2011-05,Cluster 20,1258.94
2011-06,Cluster 20,1258.94
2011-07,Cluster 20,1258.94
2011-08,Cluster 20,1258.94
2011-09,Cluster 20,1258.94
2011-10,Cluster 20,1258.94
2011-11,Cluster 20,1258.94
2011-12,Cluster 20,1258.94
2012-01,Cluster 20,1088.98
2012-02,Cluster 20,1088.98
2012-03,Cluster 20,1088.98
2012-04,Cluster 20,1088.98
2012-05,Cluster 20,1088.98
2012-06,Cluster 20,1088.98
2012-07,Cluster 20,1088.98
2012-08,Cluster 20,1088.98
2012-09,Cluster 20,1088.98
2012-10,Cluster 20,1088.98
2012-11,Cluster 20,1088.98
2012-12,Cluster 20,1088.98
2013-01,Cluster 20,1174.06
2013-02,Cluster 20,1174.06
2013-03,Cluster 20,1174.06
2013-04,Cluster 20,1174.06
2013-05,Cluster 20,1174.06
2013-06,Cluster 20,1174.06
2013-07,Cluster 20,1174.06
2013-08,Cluster 20,1174.06
2013-09,Cluster 20,1174.06
2013-10,Cluster 20,1174.06
2013-11,Cluster 20,1174.06
2013-12,Cluster 20,1174.06
2014-01,Cluster 20,1274.57
2014-02,Cluster 20,1274.57
2014-03,Cluster 20,1274.57
2014-04,Cluster 20,1274.57
2014-05,Cluster 20,1274.57
2014-06,Cluster 20,1274.57
2014-07,Cluster 20,1274.57
2014-08,Cluster 20,1274.57
2014-09,Cluster 20,1274.57
2014-10,Cluster 20,1274.57
2014-11,Cluster 20,1274.57
2014-12,Cluster 20,1274.57
2015-01,Cluster 20,1296.15
2015-02,Cluster 20,1296.15
2015-03,Cluster 20,1296.15
2015-04,Cluster 20,1296.15
2015-05,Cluster 20,1296.15
2015-06,Cluster 20,1296.15
2015-07,Cluster 20,1296.15
2015-08,Cluster 20,1296.15
2015-09,Cluster 20,1296.15
2015-10,Cluster 20,1296.15
2015-11,Cluster 20,1296.15
2015-12,Cluster 20,1296.15
2011-01,Cluster 21,1150.09
2011-02,Cluster 21,1150.09
2011-03,Cluster 21,1150.09
2011-04,Cluster 21,1150.09
2011-05,Cluster 21,1150.09
2011-06,Cluster 21,1150.09
2011-07,Cluster 21,1150.09
2011-08,Cluster 21,1150.09
2011-09,Cluster 21,1150.09
2011-10,Cluster 21,1150.09
2011-11,Cluster 21,1150.09
2011-12,Cluster 21,1150.09
2012-01,Cluster 21,1160.47
2012-02,Cluster 21,1160.47
2012-03,Cluster 21,1160.47
2012-04,Cluster 21,1160.47
2012-05,Cluster 21,1160.47
2012-06,Cluster 21,1160.47
2012-07,Cluster 21,1160.47
2012-08,Cluster 21,1160.47
2012-09,Cluster 21,1160.47
2012-10,Cluster 21,1160.47
2012-11,Cluster 21,1160.47
2012-12,Cluster 21,1160.47
2013-01,Cluster 21,1191.69
2013-02,Cluster 21,1191.69
2013-03,Cluster 21,1191.69
2013-04,Cluster 21,1191.69
2013-05,Cluster 21,1191.69
2013-06,Cluster 21,1191.69
2013-07,Cluster 21,1191.69
2013-08,Cluster 21,1191.69
2013-09,Cluster 21,1191.69
2013-10,Cluster 21,1191.69
2013-11,Cluster 21,1191.69
2013-12,Cluster 21,1191.69
2014-01,Cluster 21,1201.13
2014-02,Cluster 21,1201.13
2014-03,Cluster 21,1201.13
2014-04,Cluster 21,1201.13
2014-05,Cluster 21,1201.13
2014-06,Cluster 21,1201.13
2014-07,Cluster 21,1201.13
2014-08,Cluster 21,1201.13
2014-09,Cluster 21,1201.13
