period,cluster,MedianPriceAsked
2011-11,Cluster 23,170634.92
2011-12,Cluster 23,170634.92
2012-01,Cluster 23,170454.55
2012-02,Cluster 23,170454.55
2012-03,Cluster 23,170454.55
2012-04,Cluster 23,170454.55
2012-05,Cluster 23,170454.55
2012-06,Cluster 23,170454.55
2012-07,Cluster 23,170454.55
2012-08,Cluster 23,170454.55
2012-09,Cluster 23,170454.55
2012-10,Cluster 23,170454.55
2012-11,Cluster 23,170454.55
2012-12,Cluster 23,170454.55
2013-01,Cluster 23,273899.86
2013-02,Cluster 23,273899.86
2013-03,Cluster 23,273899.86
2013-04,Cluster 23,273899.86
2013-05,Cluster 23,273899.86
2013-06,Cluster 23,273899.86
2013-07,Cluster 23,273899.86
2013-08,Cluster 23,273899.86
2013-09,Cluster 23,273899.86
2013-10,Cluster 23,273899.86
2013-11,Cluster 23,273899.86
2013-12,Cluster 23,273899.86
2014-01,Cluster 23,317067.31
2014-02,Cluster 23,317067.31
2014-03,Cluster 23,317067.31
2014-04,Cluster 23,317067.31
2014-05,Cluster 23,317067.31
2014-06,Cluster 23,317067.31
2014-07,Cluster 23,317067.31
2014-08,Cluster 23,317067.31
2014-09,Cluster 23,317067.31
2014-10,Cluster 23,317067.31
2014-11,Cluster 23,317067.31
2014-12,Cluster 23,317067.31
2015-01,Cluster 23,333333.33
2015-02,Cluster 23,333333.33
2015-03,Cluster 23,333333.33
2015-04,Cluster 23,333333.33
2015-05,Cluster 23,333333.33
2015-06,Cluster 23,333333.33
2015-07,Cluster 23,333333.33
2015-08,Cluster 23,333333.33
2015-09,Cluster 23,333333.33
2015-10,Cluster 23,333333.33
2015-11,Cluster 23,333333.33
2015-12,Cluster 23,333333.33
2011-01,Cluster 24,303900
2011-02,Cluster 24,300900
2011-03,Cluster 24,304500
2011-04,Cluster 24,307700
2011-05,Cluster 24,308000
2011-06,Cluster 24,307400
2011-07,Cluster 24,308000
2011-08,Cluster 24,307900
2011-09,Cluster 24,307600
2011-10,Cluster 24,306200
2011-11,Cluster 24,305100
2011-12,Cluster 24,304600
2012-01,Cluster 24,304300
2012-02,Cluster 24,304600
2012-03,Cluster 24,305200
2012-04,Cluster 24,305100
2012-05,Cluster 24,304900
2012-06,Cluster 24,306400
2012-07,Cluster 24,310200
2012-08,Cluster 24,315300
2012-09,Cluster 24,320300
2012-10,Cluster 24,324500
2012-11,Cluster 24,327700
2012-12,Cluster 24,329800
2013-01,Cluster 24,331100
2013-02,Cluster 24,333000
2013-03,Cluster 24,334900
2013-04,Cluster 24,337900
2013-05,Cluster 24,344100
2013-06,Cluster 24,350600
2013-07,Cluster 24,353400
2013-08,Cluster 24,355200
2013-09,Cluster 24,358900
2013-10,Cluster 24,365600
2013-11,Cluster 24,372100
2013-12,Cluster 24,376500
2014-01,Cluster 24,378700
2014-02,Cluster 24,382800
2014-03,Cluster 24,389000
2014-04,Cluster 24,395100
2014-05,Cluster 24,398100
2014-06,Cluster 24,398300
2014-07,Cluster 24,397400
2014-08,Cluster 24,395200
2014-09,Cluster 24,391900
2014-10,Cluster 24,390600
2014-11,Cluster 24,392000
2014-12,Cluster 24,392400
2015-01,Cluster 24,393000
2015-02,Cluster 24,398200
2015-03,Cluster 24,407800
2015-04,Cluster 24,417600
2015-05,Cluster 24,421800
2015-06,Cluster 24,424500
2015-07,Cluster 24,430200
2015-08,Cluster 24,436500
2015-09,Cluster 24,439700
2015-10,Cluster 24,442500
2015-11,Cluster 24,444000
2015-12,Cluster 24,443000
2011-01,Cluster 25,250000
2011-02,Cluster 25,250000
2011-03,Cluster 25,250000
2011-04,Cluster 25,250000
2011-05,Cluster 25,250000
2011-06,Cluster 25,250000
2011-07,Cluster 25,250000
2011-08,Cluster 25,250000
2011-09,Cluster 25,250000
2011-10,Cluster 25,250000
2011-11,Cluster 25,250000
2011-12,Cluster 25,250000
2012-01,Cluster 25,200000
2012-02,Cluster 25,200000
2012-03,Cluster 25,200000
2012-04,Cluster 25,200000
2012-05,Cluster 25,200000
2012-06,Cluster 25,200000
2012-07,Cluster 25,200000
2012-08,Cluster 25,200000
2012-09,Cluster 25,200000
2012-10,Cluster 25,200000
2012-11,Cluster 25,200000
2012-12,Cluster 25,200000
2013-01,Cluster 25,294247.79
2013-02,Cluster 25,294247.79
2013-03,Cluster 25,294247.79
2013-04,Cluster 25,294247.79
2013-05,Cluster 25,294247.79
2013-06,Cluster 25,294247.79
2013-07,Cluster 25,294247.79
2013-08,Cluster 25,294247.79
2013-09,Cluster 25,294247.79
2013-10,Cluster 25,294247.79
2013-11,Cluster 25,294247.79
2013-12,Cluster 25,294247.79
2014-01,Cluster 25,395726.5
2014-02,Cluster 25,395726.5
2014-03,Cluster 25,395726.5
2014-04,Cluster 25,395726.5
2014-05,Cluster 25,395726.5
2014-06,Cluster 25,395726.5
2014-07,Cluster 25,395726.5
2014-08,Cluster 25,395726.5
2014-09,Cluster 25,395726.5
2014-10,Cluster 25,395726.5
2014-11,Cluster 25,395726.5
2014-12,Cluster 25,395726.5
2015-01,Cluster 25,274687.5
2015-02,Cluster 25,274687.5
2015-03,Cluster 25,274687.5
2015-04,Cluster 25,274687.5
2015-05,Cluster 25,274687.5
2015-06,Cluster 25,274687.5
2015-07,Cluster 25,274687.5
2015-08,Cluster 25,274687.5
2015-09,Cluster 25,274687.5
2015-10,Cluster 25,274687.5
2015-11,Cluster 25,274687.5
2015-12,Cluster 25,274687.5
2011-01,Cluster 26,647500
2011-02,Cluster 26,641100
2011-03,Cluster 26,641700
2011-04,Cluster 26,643800
2011-05,Cluster 26,645900
2011-06,Cluster 26,646800
2011-07,Cluster 26,646600
2011-08,Cluster 26,646300
2011-09,Cluster 26,647300
2011-10,Cluster 26,648600
2011-11,Cluster 26,648800
2011-12,Cluster 26,649100
2012-01,Cluster 26,649600
2012-02,Cluster 26,652900
2012-03,Cluster 26,660100
2012-04,Cluster 26,669300
2012-05,Cluster 26,677200
2012-06,Cluster 26,681500
2012-07,Cluster 26,682900
2012-08,Cluster 26,687900
2012-09,Cluster 26,694800
2012-10,Cluster 26,698100
2012-11,Cluster 26,699900
2012-12,Cluster 26,703700
2013-01,Cluster 26,707200
2013-02,Cluster 26,711300
2013-03,Cluster 26,712500
2013-04,Cluster 26,710000
2013-05,Cluster 26,710100
2013-06,Cluster 26,715200
2013-07,Cluster 26,722400
2013-08,Cluster 26,725700
2013-09,Cluster 26,725500
2013-10,Cluster 26,727700
2013-11,Cluster 26,731700
2013-12,Cluster 26,733200
2014-01,Cluster 26,736400
2014-02,Cluster 26,740800
2014-03,Cluster 26,744900
2014-04,Cluster 26,750600
2014-05,Cluster 26,756400
2014-06,Cluster 26,760600
2014-07,Cluster 26,765000
2014-08,Cluster 26,769000
2014-09,Cluster 26,773800
2014-10,Cluster 26,782200
2014-11,Cluster 26,789500
2014-12,Cluster 26,793900
2015-01,Cluster 26,799300
2015-02,Cluster 26,807300
2015-03,Cluster 26,817200
2015-04,Cluster 26,826500
2015-05,Cluster 26,834900
2015-06,Cluster 26,843400
2015-07,Cluster 26,851700
2015-08,Cluster 26,856600
2015-09,Cluster 26,856400
2015-10,Cluster 26,854100
2015-11,Cluster 26,854000
2015-12,Cluster 26,851100
2011-01,Cluster 27,325185.19
2011-02,Cluster 27,325185.19
2011-03,Cluster 27,325185.19
2011-04,Cluster 27,325185.19
2011-05,Cluster 27,325185.19
2011-06,Cluster 27,325185.19
2011-07,Cluster 27,325185.19
2011-08,Cluster 27,325185.19
2011-09,Cluster 27,325185.19
2011-10,Cluster 27,325185.19
2011-11,Cluster 27,325185.19
2011-12,Cluster 27,325185.19
2012-01,Cluster 27,319841.27
2012-02,Cluster 27,319841.27
2012-03,Cluster 27,319841.27
2012-04,Cluster 27,319841.27
2012-05,Cluster 27,319841.27
2012-06,Cluster 27,319841.27
2012-07,Cluster 27,319841.27
2012-08,Cluster 27,319841.27
2012-09,Cluster 27,319841.27
2012-10,Cluster 27,319841.27
2012-11,Cluster 27,319841.27
2012-12,Cluster 27,319841.27
2013-01,Cluster 27,350000
2013-02,Cluster 27,350000
2013-03,Cluster 27,350000
2013-04,Cluster 27,350000
2013-05,Cluster 27,350000
2013-06,Cluster 27,350000
2013-07,Cluster 27,350000
2013-08,Cluster 27,350000
2013-09,Cluster 27,350000
2013-10,Cluster 27,350000
2013-11,Cluster 27,350000
2013-12,Cluster 27,350000
2014-01,Cluster 27,400000
2014-02,Cluster 27,400000
2014-03,Cluster 27,400000
2014-04,Cluster 27,400000
2014-05,Cluster 27,400000
2014-06,Cluster 27,400000
2014-07,Cluster 27,400000
2014-08,Cluster 27,400000
2014-09,Cluster 27,400000
2014-10,Cluster 27,400000
2014-11,Cluster 27,400000
2014-12,Cluster 27,400000
2015-01,Cluster 27,448000
2015-02,Cluster 27,448000
2015-03,Cluster 27,448000
2015-04,Cluster 27,448000
2015-05,Cluster 27,448000
2015-06,Cluster 27,448000
2015-07,Cluster 27,448000
2015-08,Cluster 27,448000
2015-09,Cluster 27,448000
2015-10,Cluster 27,448000
2015-11,Cluster 27,448000
2015-12,Cluster 27,448000
2011-01,Cluster 28,209300
2011-02,Cluster 28,204900
2011-03,Cluster 28,200900
2011-04,Cluster 28,197500
2011-05,Cluster 28,195400
2011-06,Cluster 28,193300
2011-07,Cluster 28,192000
2011-08,Cluster 28,192100
2011-09,Cluster 28,193600
2011-10,Cluster 28,194400
2011-11,Cluster 28,195500
2011-12,Cluster 28,196600
2012-01,Cluster 28,197000
2012-02,Cluster 28,197200
2012-03,Cluster 28,197500
2012-04,Cluster 28,197600
2012-05,Cluster 28,199400
2012-06,Cluster 28,204000
2012-07,Cluster 28,208700
2012-08,Cluster 28,212400
2012-09,Cluster 28,217200
2012-10,Cluster 28,221800
2012-11,Cluster 28,223200
2012-12,Cluster 28,221900
2013-01,Cluster 28,220500
2013-02,Cluster 28,219500
2013-03,Cluster 28,218800
2013-04,Cluster 28,220100
2013-05,Cluster 28,224300
2013-06,Cluster 28,230300
2013-07,Cluster 28,235400
2013-08,Cluster 28,237400
2013-09,Cluster 28,235600
2013-10,Cluster 28,234900
2013-11,Cluster 28,235000
2013-12,Cluster 28,236100
2014-01,Cluster 28,239800
2014-02,Cluster 28,247200
2014-03,Cluster 28,255400
2014-04,Cluster 28,261900
2014-05,Cluster 28,265500
2014-06,Cluster 28,267600
2014-07,Cluster 28,269800
2014-08,Cluster 28,272000
2014-09,Cluster 28,272700
2014-10,Cluster 28,271900
2014-11,Cluster 28,271100
2014-12,Cluster 28,270500
2015-01,Cluster 28,270500
2015-02,Cluster 28,272300
2015-03,Cluster 28,274300
2015-04,Cluster 28,276700
2015-05,Cluster 28,280100
2015-06,Cluster 28,283600
2015-07,Cluster 28,285700
2015-08,Cluster 28,286800
2015-09,Cluster 28,289100
2015-10,Cluster 28,293800
2015-11,Cluster 28,300600
2015-12,Cluster 28,305900
2011-01,Cluster 29,187658
2011-02,Cluster 29,185335
2011-03,Cluster 29,184325
2011-04,Cluster 29,182810
2011-05,Cluster 29,180992
2011-06,Cluster 29,178871
2011-07,Cluster 29,176952
2011-08,Cluster 29,174629
2011-09,Cluster 29,172205
2011-10,Cluster 29,170286
2011-11,Cluster 29,170185
2011-12,Cluster 29,171296
2012-01,Cluster 29,172003
2012-02,Cluster 29,172104
2012-03,Cluster 29,172407
2012-04,Cluster 29,173518
2012-05,Cluster 29,175134
2012-06,Cluster 29,176447
2012-07,Cluster 29,176548
2012-08,Cluster 29,175538
2012-09,Cluster 29,174023
2012-10,Cluster 29,173619
2012-11,Cluster 29,174225
2012-12,Cluster 29,174730
2013-01,Cluster 29,174629
2013-02,Cluster 29,175942
2013-03,Cluster 29,177760
2013-04,Cluster 29,179174
2013-05,Cluster 29,181497
2013-06,Cluster 29,186042
2013-07,Cluster 29,190688
2013-08,Cluster 29,195031
2013-09,Cluster 29,197859
2013-10,Cluster 29,198869
2013-11,Cluster 29,198869
2013-12,Cluster 29,198364
2014-01,Cluster 29,197960
2014-02,Cluster 29,199273
2014-03,Cluster 29,202707
2014-04,Cluster 29,206747
2014-05,Cluster 29,210080
2014-06,Cluster 29,211191
2014-07,Cluster 29,211595
2014-08,Cluster 29,213110
2014-09,Cluster 29,216140
2014-10,Cluster 29,219372
2014-11,Cluster 29,221796
2014-12,Cluster 29,223008
2015-01,Cluster 29,223715
2015-02,Cluster 29,225230
2015-03,Cluster 29,226240
2015-04,Cluster 29,226947
2015-05,Cluster 29,228159
2015-06,Cluster 29,231795
2015-07,Cluster 29,238158
2015-08,Cluster 29,243208
2015-09,Cluster 29,245834
2015-10,Cluster 29,247551
2015-11,Cluster 29,249672
2015-12,Cluster 29,253005
2011-01,Cluster 3,620500
2011-02,Cluster 3,616700
2011-03,Cluster 3,614800
2011-04,Cluster 3,612400
2011-05,Cluster 3,611000
2011-06,Cluster 3,610900
2011-07,Cluster 3,613000
2011-08,Cluster 3,615500
2011-09,Cluster 3,620400
2011-10,Cluster 3,623600
2011-11,Cluster 3,625800
2011-12,Cluster 3,625800
2012-01,Cluster 3,627100
2012-02,Cluster 3,629900
2012-03,Cluster 3,635100
2012-04,Cluster 3,637600
2012-05,Cluster 3,637500
2012-06,Cluster 3,641500
2012-07,Cluster 3,647300
2012-08,Cluster 3,655400
2012-09,Cluster 3,660700
2012-10,Cluster 3,665800
2012-11,Cluster 3,666500
2012-12,Cluster 3,668700
2013-01,Cluster 3,670600
2013-02,Cluster 3,670900
2013-03,Cluster 3,667700
2013-04,Cluster 3,669900
2013-05,Cluster 3,677600
2013-06,Cluster 3,685400
2013-07,Cluster 3,689200
2013-08,Cluster 3,691500
2013-09,Cluster 3,697400
2013-10,Cluster 3,705400
2013-11,Cluster 3,711400
2013-12,Cluster 3,713000
2014-01,Cluster 3,714300
2014-02,Cluster 3,716900
2014-03,Cluster 3,720000
2014-04,Cluster 3,725700
2014-05,Cluster 3,731600
2014-06,Cluster 3,734100
2014-07,Cluster 3,733100
2014-08,Cluster 3,730700
2014-09,Cluster 3,729900
2014-10,Cluster 3,733000
2014-11,Cluster 3,737300
2014-12,Cluster 3,740800
2015-01,Cluster 3,744700
2015-02,Cluster 3,750900
2015-03,Cluster 3,759600
2015-04,Cluster 3,766700
2015-05,Cluster 3,773900
2015-06,Cluster 3,782500
2015-07,Cluster 3,788900
2015-08,Cluster 3,790900
2015-09,Cluster 3,790400
2015-10,Cluster 3,793100
2015-11,Cluster 3,797600
2015-12,Cluster 3,804500
2011-01,Cluster 30,186100
2011-02,Cluster 30,185200
2011-03,Cluster 30,184500
2011-04,Cluster 30,183000
2011-05,Cluster 30,180900
2011-06,Cluster 30,178600
2011-07,Cluster 30,176900
2011-08,Cluster 30,174900
2011-09,Cluster 30,173000
2011-10,Cluster 30,171000
2011-11,Cluster 30,170000
2011-12,Cluster 30,169100
2012-01,Cluster 30,168500
2012-02,Cluster 30,168400
2012-03,Cluster 30,168900
2012-04,Cluster 30,169100
2012-05,Cluster 30,169600
2012-06,Cluster 30,171100
2012-07,Cluster 30,172400
2012-08,Cluster 30,172300
2012-09,Cluster 30,171500
2012-10,Cluster 30,171500
2012-11,Cluster 30,171900
2012-12,Cluster 30,172200
2013-01,Cluster 30,171800
2013-02,Cluster 30,172600
2013-03,Cluster 30,175100
2013-04,Cluster 30,178500
2013-05,Cluster 30,180900
2013-06,Cluster 30,183200
2013-07,Cluster 30,186400
2013-08,Cluster 30,191100
2013-09,Cluster 30,194700
2013-10,Cluster 30,196200
2013-11,Cluster 30,197500
2013-12,Cluster 30,199500
2014-01,Cluster 30,201600
2014-02,Cluster 30,203400
2014-03,Cluster 30,205300
2014-04,Cluster 30,207200
2014-05,Cluster 30,211500
2014-06,Cluster 30,215500
2014-07,Cluster 30,217500
2014-08,Cluster 30,218400
2014-09,Cluster 30,220500
2014-10,Cluster 30,223800
2014-11,Cluster 30,227100
2014-12,Cluster 30,229100
2015-01,Cluster 30,228900
2015-02,Cluster 30,228400
2015-03,Cluster 30,228500
2015-04,Cluster 30,229300
2015-05,Cluster 30,229300
2015-06,Cluster 30,230800
2015-07,Cluster 30,234100
2015-08,Cluster 30,238000
2015-09,Cluster 30,241700
2015-10,Cluster 30,243300
2015-11,Cluster 30,241500
2015-12,Cluster 30,239900
2011-01,Cluster 31,185800
2011-02,Cluster 31,183500
2011-03,Cluster 31,182500
2011-04,Cluster 31,181000
2011-05,Cluster 31,179200
2011-06,Cluster 31,177100
2011-07,Cluster 31,175200
2011-08,Cluster 31,172900
2011-09,Cluster 31,170500
2011-10,Cluster 31,168600
2011-11,Cluster 31,168500
2011-12,Cluster 31,169600
2012-01,Cluster 31,170300
2012-02,Cluster 31,170400
2012-03,Cluster 31,170700
2012-04,Cluster 31,171800
2012-05,Cluster 31,173400
2012-06,Cluster 31,174700
2012-07,Cluster 31,174800
2012-08,Cluster 31,173800
2012-09,Cluster 31,172300
2012-10,Cluster 31,171900
2012-11,Cluster 31,172500
2012-12,Cluster 31,173000
2013-01,Cluster 31,172900
2013-02,Cluster 31,174200
2013-03,Cluster 31,176000
2013-04,Cluster 31,177400
2013-05,Cluster 31,179700
2013-06,Cluster 31,184200
2013-07,Cluster 31,188800
2013-08,Cluster 31,193100
2013-09,Cluster 31,195900
2013-10,Cluster 31,196900
2013-11,Cluster 31,196900
2013-12,Cluster 31,196400
2014-01,Cluster 31,196000
2014-02,Cluster 31,197300
2014-03,Cluster 31,200700
2014-04,Cluster 31,204700
2014-05,Cluster 31,208000
2014-06,Cluster 31,209100
2014-07,Cluster 31,209500
2014-08,Cluster 31,211000
2014-09,Cluster 31,214000
2014-10,Cluster 31,217200
2014-11,Cluster 31,219600
2014-12,Cluster 31,220800
2015-01,Cluster 31,221500
2015-02,Cluster 31,223000
2015-03,Cluster 31,224000
2015-04,Cluster 31,224700
2015-05,Cluster 31,225900
2015-06,Cluster 31,229500
2015-07,Cluster 31,235800
2015-08,Cluster 31,240800
2015-09,Cluster 31,243400
2015-10,Cluster 31,245100
2015-11,Cluster 31,247200
2015-12,Cluster 31,250500
2011-01,Cluster 32,197300
2011-02,Cluster 32,195500
2011-03,Cluster 32,193900
2011-04,Cluster 32,192300
2011-05,Cluster 32,191400
2011-06,Cluster 32,191700
2011-07,Cluster 32,191200
2011-08,Cluster 32,187700
2011-09,Cluster 32,184500
2011-10,Cluster 32,182900
2011-11,Cluster 32,181100
2011-12,Cluster 32,178800
2012-01,Cluster 32,177700
2012-02,Cluster 32,176800
2012-03,Cluster 32,175400
2012-04,Cluster 32,174600
2012-05,Cluster 32,175000
2012-06,Cluster 32,175500
2012-07,Cluster 32,177200
2012-08,Cluster 32,180100
2012-09,Cluster 32,182900
2012-10,Cluster 32,184800
2012-11,Cluster 32,186300
2012-12,Cluster 32,186800
2013-01,Cluster 32,186300
2013-02,Cluster 32,186600
2013-03,Cluster 32,187900
2013-04,Cluster 32,189200
2013-05,Cluster 32,190800
2013-06,Cluster 32,193700
2013-07,Cluster 32,195200
2013-08,Cluster 32,195500
2013-09,Cluster 32,196000
2013-10,Cluster 32,197100
2013-11,Cluster 32,198000
2013-12,Cluster 32,200600
2014-01,Cluster 32,203500
2014-02,Cluster 32,206900
2014-03,Cluster 32,210600
2014-04,Cluster 32,214500
2014-05,Cluster 32,218200
2014-06,Cluster 32,221900
2014-07,Cluster 32,225000
2014-08,Cluster 32,228000
2014-09,Cluster 32,230200
2014-10,Cluster 32,230900
2014-11,Cluster 32,230400
2014-12,Cluster 32,229600
2015-01,Cluster 32,229600
2015-02,Cluster 32,229100
2015-03,Cluster 32,227000
2015-04,Cluster 32,225900
2015-05,Cluster 32,226100
2015-06,Cluster 32,228300
2015-07,Cluster 32,233800
2015-08,Cluster 32,239300
2015-09,Cluster 32,241900
2015-10,Cluster 32,242200
2015-11,Cluster 32,241700
2015-12,Cluster 32,242400
2011-01,Cluster 33,193200
2011-02,Cluster 33,193000
2011-03,Cluster 33,194200
2011-04,Cluster 33,194800
2011-05,Cluster 33,194900
2011-06,Cluster 33,194100
2011-07,Cluster 33,193700
2011-08,Cluster 33,193600
2011-09,Cluster 33,193100
2011-10,Cluster 33,191400
2011-11,Cluster 33,190400
2011-12,Cluster 33,190900
2012-01,Cluster 33,191600
2012-02,Cluster 33,190800
2012-03,Cluster 33,189400
2012-04,Cluster 33,188700
2012-05,Cluster 33,187600
2012-06,Cluster 33,187700
2012-07,Cluster 33,188300
2012-08,Cluster 33,188700
2012-09,Cluster 33,189100
2012-10,Cluster 33,190900
2012-11,Cluster 33,191700
2012-12,Cluster 33,191400
2013-01,Cluster 33,191400
2013-02,Cluster 33,192800
2013-03,Cluster 33,195700
2013-04,Cluster 33,199900
2013-05,Cluster 33,204500
2013-06,Cluster 33,207700
2013-07,Cluster 33,209500
2013-08,Cluster 33,211500
2013-09,Cluster 33,213000
2013-10,Cluster 33,212900
2013-11,Cluster 33,213000
2013-12,Cluster 33,214400
2014-01,Cluster 33,215700
2014-02,Cluster 33,216300
2014-03,Cluster 33,216800
2014-04,Cluster 33,217700
2014-05,Cluster 33,219300
2014-06,Cluster 33,221000
2014-07,Cluster 33,222700
2014-08,Cluster 33,224300
2014-09,Cluster 33,226500
2014-10,Cluster 33,229700
2014-11,Cluster 33,233200
2014-12,Cluster 33,236000
2015-01,Cluster 33,237200
2015-02,Cluster 33,237600
2015-03,Cluster 33,239600
2015-04,Cluster 33,243800
2015-05,Cluster 33,249400
2015-06,Cluster 33,255900
2015-07,Cluster 33,262100
2015-08,Cluster 33,265800
2015-09,Cluster 33,267500
2015-10,Cluster 33,268300
2015-11,Cluster 33,268400
2015-12,Cluster 33,266000
2011-01,Cluster 34,210900
2011-02,Cluster 34,205900
2011-03,Cluster 34,201300
2011-04,Cluster 34,196800
2011-05,Cluster 34,193300
2011-06,Cluster 34,190500
2011-07,Cluster 34,189400
2011-08,Cluster 34,191600
2011-09,Cluster 34,196700
2011-10,Cluster 34,200400
2011-11,Cluster 34,202000
2011-12,Cluster 34,203500
2012-01,Cluster 34,203800
2012-02,Cluster 34,203000
2012-03,Cluster 34,202000
2012-04,Cluster 34,201700
2012-05,Cluster 34,202700
2012-06,Cluster 34,205400
2012-07,Cluster 34,208800
2012-08,Cluster 34,210700
2012-09,Cluster 34,212400
2012-10,Cluster 34,214500
2012-11,Cluster 34,215400
2012-12,Cluster 34,215100
2013-01,Cluster 34,215900
2013-02,Cluster 34,216100
2013-03,Cluster 34,216600
2013-04,Cluster 34,219000
2013-05,Cluster 34,222500
2013-06,Cluster 34,225500
2013-07,Cluster 34,227000
2013-08,Cluster 34,227000
2013-09,Cluster 34,226300
2013-10,Cluster 34,226600
2013-11,Cluster 34,227800
2013-12,Cluster 34,230200
2014-01,Cluster 34,234200
2014-02,Cluster 34,241000
2014-03,Cluster 34,249500
2014-04,Cluster 34,257600
2014-05,Cluster 34,264600
2014-06,Cluster 34,270900
2014-07,Cluster 34,275700
2014-08,Cluster 34,278600
2014-09,Cluster 34,279800
2014-10,Cluster 34,278000
2014-11,Cluster 34,275700
2014-12,Cluster 34,274100
2015-01,Cluster 34,273500
2015-02,Cluster 34,273300
2015-03,Cluster 34,274100
2015-04,Cluster 34,276300
2015-05,Cluster 34,280500
2015-06,Cluster 34,285400
2015-07,Cluster 34,288800
2015-08,Cluster 34,290700
2015-09,Cluster 34,294400
2015-10,Cluster 34,299600
2015-11,Cluster 34,303800
2015-12,Cluster 34,307000
2011-01,Cluster 35,205900
2011-02,Cluster 35,202600
2011-03,Cluster 35,199700
2011-04,Cluster 35,196600
2011-05,Cluster 35,194100
2011-06,Cluster 35,191300
2011-07,Cluster 35,189400
2011-08,Cluster 35,189400
2011-09,Cluster 35,191100
2011-10,Cluster 35,192500
2011-11,Cluster 35,193000
2011-12,Cluster 35,192700
2012-01,Cluster 35,192100
2012-02,Cluster 35,192400
2012-03,Cluster 35,193400
2012-04,Cluster 35,194400
2012-05,Cluster 35,196200
2012-06,Cluster 35,200900
2012-07,Cluster 35,206400
2012-08,Cluster 35,210200
2012-09,Cluster 35,215400
2012-10,Cluster 35,221100
2012-11,Cluster 35,223400
2012-12,Cluster 35,223000
2013-01,Cluster 35,222800
2013-02,Cluster 35,221800
2013-03,Cluster 35,221000
2013-04,Cluster 35,221100
2013-05,Cluster 35,222500
2013-06,Cluster 35,224800
2013-07,Cluster 35,226500
2013-08,Cluster 35,226100
2013-09,Cluster 35,224100
2013-10,Cluster 35,223500
2013-11,Cluster 35,224100
2013-12,Cluster 35,225800
2014-01,Cluster 35,228500
2014-02,Cluster 35,232700
2014-03,Cluster 35,238400
2014-04,Cluster 35,245000
2014-05,Cluster 35,249100
2014-06,Cluster 35,251900
2014-07,Cluster 35,257200
2014-08,Cluster 35,264000
2014-09,Cluster 35,267700
2014-10,Cluster 35,269000
2014-11,Cluster 35,269500
2014-12,Cluster 35,268600
2015-01,Cluster 35,267500
2015-02,Cluster 35,269200
2015-03,Cluster 35,272600
2015-04,Cluster 35,275400
2015-05,Cluster 35,278200
2015-06,Cluster 35,281500
2015-07,Cluster 35,283300
2015-08,Cluster 35,282200
2015-09,Cluster 35,281300
2015-10,Cluster 35,283200
2015-11,Cluster 35,287900
2015-12,Cluster 35,293600
2011-01,Cluster 36,216500
2011-02,Cluster 36,210900
2011-03,Cluster 36,208700
2011-04,Cluster 36,208000
2011-05,Cluster 36,207500
2011-06,Cluster 36,206000
2011-07,Cluster 36,207500
2011-08,Cluster 36,210000
2011-09,Cluster 36,210400
2011-10,Cluster 36,209100
2011-11,Cluster 36,211500
2011-12,Cluster 36,217000
2012-01,Cluster 36,222300
2012-02,Cluster 36,222800
2012-03,Cluster 36,219900
2012-04,Cluster 36,217000
2012-05,Cluster 36,216400
2012-06,Cluster 36,216800
2012-07,Cluster 36,216500
2012-08,Cluster 36,216600
2012-09,Cluster 36,217500
2012-10,Cluster 36,218800
2012-11,Cluster 36,220300
2012-12,Cluster 36,222000
2013-01,Cluster 36,223000
2013-02,Cluster 36,223000
2013-03,Cluster 36,222300
2013-04,Cluster 36,222200
2013-05,Cluster 36,223900
2013-06,Cluster 36,226700
2013-07,Cluster 36,227800
2013-08,Cluster 36,227300
2013-09,Cluster 36,228000
2013-10,Cluster 36,229900
2013-11,Cluster 36,230800
2013-12,Cluster 36,231800
2014-01,Cluster 36,234000
2014-02,Cluster 36,238900
2014-03,Cluster 36,245800
2014-04,Cluster 36,250800
2014-05,Cluster 36,250000
2014-06,Cluster 36,248400
2014-07,Cluster 36,249000
2014-08,Cluster 36,249500
2014-09,Cluster 36,248000
2014-10,Cluster 36,245400
2014-11,Cluster 36,243400
2014-12,Cluster 36,245300
2015-01,Cluster 36,249300
2015-02,Cluster 36,252700
2015-03,Cluster 36,256000
2015-04,Cluster 36,260300
2015-05,Cluster 36,263900
2015-06,Cluster 36,266800
2015-07,Cluster 36,268600
2015-08,Cluster 36,268200
2015-09,Cluster 36,267400
2015-10,Cluster 36,270000
2015-11,Cluster 36,273400
2015-12,Cluster 36,275300
2011-01,Cluster 37,172900
2011-02,Cluster 37,167700
2011-03,Cluster 37,165800
2011-04,Cluster 37,164300
2011-05,Cluster 37,163600
2011-06,Cluster 37,164100
2011-07,Cluster 37,165200
2011-08,Cluster 37,165800
2011-09,Cluster 37,166000
2011-10,Cluster 37,166400
2011-11,Cluster 37,166400
2011-12,Cluster 37,166700
2012-01,Cluster 37,167300
2012-02,Cluster 37,168400
2012-03,Cluster 37,170700
2012-04,Cluster 37,174300
2012-05,Cluster 37,176700
2012-06,Cluster 37,177900
2012-07,Cluster 37,178700
2012-08,Cluster 37,179300
2012-09,Cluster 37,180400
2012-10,Cluster 37,182200
2012-11,Cluster 37,183100
2012-12,Cluster 37,184000
2013-01,Cluster 37,184700
2013-02,Cluster 37,184200
2013-03,Cluster 37,182800
